"ROUND","SEX","AGEYRS","SENS_M","SPEC_M"
"R017","F",44,0.583333333333333,0.951401869158878
"R017","F",45,0.583333333333333,0.951401869158878
"R017","F",46,0.583333333333333,0.951401869158878
"R017","F",47,0.583333333333333,0.951401869158878
"R017","F",48,0.583333333333333,0.951401869158878
"R017","F",49,0.583333333333333,0.951401869158878
"R017","M",15,0.925925925925926,0.769230769230769
"R017","M",16,0.925925925925926,0.769230769230769
"R017","M",17,0.925925925925926,0.769230769230769
"R017","M",18,0.925925925925926,0.769230769230769
"R017","M",19,0.925925925925926,0.769230769230769
"R017","M",20,0.923193986065273,0.775531135531136
"R017","M",21,0.917730106343968,0.788131868131868
"R017","M",22,0.912266226622662,0.800732600732601
"R017","M",23,0.906802346901357,0.813333333333333
"R017","M",24,0.901338467180051,0.825934065934066
"R017","M",25,0.895874587458746,0.838534798534799
"R017","M",26,0.89041070773744,0.851135531135531
"R017","M",27,0.884946828016135,0.863736263736264
"R017","M",28,0.879482948294829,0.876336996336996
"R017","M",29,0.874019068573524,0.888937728937729
"R017","M",30,0.867176384305097,0.896270676691729
"R017","M",31,0.858954895489549,0.898335839598998
"R017","M",32,0.850733406674001,0.900401002506266
"R017","M",33,0.842511917858452,0.902466165413534
"R017","M",34,0.834290429042904,0.904531328320802
"R017","M",35,0.826068940227356,0.90659649122807
"R017","M",36,0.817847451411808,0.908661654135338
"R017","M",37,0.80962596259626,0.910726817042606
"R017","M",38,0.801404473780711,0.912791979949875
"R017","M",39,0.793182984965163,0.914857142857143
"R017","M",40,0.784961496149615,0.916922305764411
"R017","M",41,0.776740007334067,0.918987468671679
"R017","M",42,0.768518518518518,0.921052631578947
"R017","M",43,0.768518518518518,0.921052631578947
"R017","M",44,0.768518518518518,0.921052631578947
"R017","M",45,0.768518518518518,0.921052631578947
"R017","M",46,0.768518518518518,0.921052631578947
"R017","M",47,0.768518518518518,0.921052631578947
"R017","M",48,0.768518518518518,0.921052631578947
"R017","M",49,0.768518518518518,0.921052631578947
"R018","F",15,0.791666666666667,0.825581395348837
"R018","F",16,0.791666666666667,0.825581395348837
"R018","F",17,0.791666666666667,0.825581395348837
"R018","F",18,0.791666666666667,0.825581395348837
"R018","F",19,0.791666666666667,0.825581395348837
"R018","F",20,0.785704022988506,0.829903498601923
"R018","F",21,0.773778735632184,0.838547705108095
"R018","F",22,0.761853448275862,0.847191911614267
"R018","F",23,0.74992816091954,0.855836118120439
"R018","F",24,0.738002873563218,0.864480324626611
"R018","F",25,0.726077586206897,0.873124531132783
"R018","F",26,0.714152298850575,0.881768737638955
"R018","F",27,0.702227011494253,0.890412944145127
"R018","F",28,0.690301724137931,0.899057150651299
