"ROUND","SEX","COMM","AGEYRS","COUNT","TOTAL_COUNT"
"R013","M","inland",35,0,2
"R013","F","inland",37,1,3
"R014","M","inland",32,0,4
"R014","F","inland",15,0,1
"R012","M","inland",15,1,1
"R012","F","inland",41,2,2
"R012","F","inland",33,0,5
"R015S","M","fishing",43,1,4
"R015","F","inland",46,2,4
"R015","M","fishing",19,0,2
"R015","M","inland",49,0,2
"R015S","M","fishing",44,2,5
"R015S","F","fishing",45,0,1
"R015S","F","fishing",47,0,2
"R015S","M","fishing",20,0,2
"R015S","M","fishing",21,0,2
"R016","F","fishing",49,1,1
"R016","M","fishing",41,3,5
"R016","F","fishing",47,1,1
"R017","M","fishing",39,2,3
"R017","M","fishing",23,1,2
"R018","F","inland",36,2,3
"R018","M","inland",45,2,2
"R018","F","fishing",20,5,10
"R018","F","fishing",41,3,3
"R018","F","inland",22,1,7
"R018","M","fishing",43,5,5
"R018","M","inland",22,1,1
"R016","M","inland",43,1,2
"R013","F","inland",43,0,1
"R016","M","inland",38,3,6
"R014","F","inland",45,0,1
"R011","M","inland",35,0,1
"R008","F","inland",36,0,3
"R010","F","inland",36,0,2
"R009","M","inland",45,0,1
"R006","F","inland",16,0,1
"R007","M","inland",20,0,1
"R007","F","inland",18,0,5
"R008","F","inland",19,0,4
"R008","F","inland",47,0,1
"R008","M","inland",37,0,3
"R008","F","inland",42,0,1
"R010","M","inland",27,0,2
"R010","F","inland",23,0,5
"R011","F","inland",18,0,2
"R011","M","inland",33,0,2
"R011","M","inland",36,0,5
"R012","M","inland",42,0,1
"R012","M","inland",25,0,3
"R013","F","inland",32,0,3
"R013","M","inland",21,0,3
"R014","F","inland",44,1,1
"R015","M","inland",16,1,1
"R014","M","inland",22,0,2
"R018","F","fishing",45,1,1
"R014","M","inland",20,0,3
"R014","M","inland",21,0,2
"R014","M","inland",15,0,2
"R015","M","inland",17,0,1
"R015","M","inland",47,1,3
"R015","M","inland",41,0,6
"R015","M","inland",22,0,5
"R015S","F","fishing",36,0,1
"R015S","M","fishing",19,0,1
"R015S","F","fishing",18,0,4
"R016","F","inland",15,0,2
"R017","F","fishing",15,1,1
"R017","F","fishing",44,1,1
"R017","F","inland",15,4,5
"R017","F","inland",48,2,2
"R018","F","inland",44,1,2
"R018","M","inland",18,2,2
"R018","F","fishing",16,0,1
"R018","M","fishing",23,0,1
"R018","M","inland",39,1,2
"R018","F","inland",49,1,1
"R018","M","inland",44,1,1
"R013","F","inland",36,1,1
"R008","F","inland",39,0,2
"R010","F","inland",37,0,1
"R014","F","inland",48,0,2
"R007","F","inland",16,0,2
"R008","M","inland",48,0,1
"R009","F","inland",23,0,4
"R009","F","inland",17,0,2
"R013","M","inland",28,2,4
"R009","F","inland",16,0,2
"R009","F","inland",39,0,1
"R009","M","inland",25,0,2
"R010","F","inland",35,0,2
"R010","M","inland",22,0,2
"R011","M","inland",45,0,1
"R011","M","inland",31,0,2
"R012","M","inland",37,0,2
"R012","F","inland",17,0,1
"R012","M","inland",48,0,1
"R013","F","inland",25,1,4
"R013","M","inland",38,0,2
"R014","M","inland",45,0,2
"R014","M","inland",18,0,2
"R017","F","inland",16,3,3
"R017","M","inland",19,1,1
"R018","M","inland",49,1,1
"R014","F","inland",43,1,2
"R014","M","inland",23,0,1
"R015S","F","fishing",44,2,2
"R015S","F","fishing",16,0,1
"R016","M","fishing",25,1,1
"R016","M","fishing",29,1,2
"R016","M","fishing",49,1,1
"R016","M","inland",35,4,5
"R016","M","inland",46,1,3
"R016","M","inland",17,1,1
"R017","M","fishing",43,0,1
"R017","M","fishing",15,0,1
"R007","F","inland",40,0,1
"R006","F","inland",15,0,4
"R006","M","inland",16,0,1
"R007","M","inland",48,0,1
"R007","M","inland",45,0,1
"R008","F","inland",49,0,1
"R008","F","inland",41,0,1
"R009","F","inland",43,0,1
"R009","F","inland",45,0,1
"R009","F","inland",18,0,2
"R011","M","inland",40,0,1
"R011","M","inland",42,0,1
"R011","M","inland",22,0,1
"R013","F","inland",41,0,1
"R014","F","inland",47,1,1
"R014","M","inland",33,0,1
"R015","M","inland",19,0,3
"R016","M","inland",23,0,1
"R017","M","inland",44,0,1
"R018","M","inland",16,1,1
"R018","M","inland",47,1,1
"R018","F","inland",48,1,1
"R018","F","inland",19,0,1
"R013","M","inland",18,0,1
"R015","M","inland",15,0,1
"R006","M","inland",20,0,3
"R011","F","inland",42,0,1
"R007","F","inland",46,0,1
"R010","M","inland",49,0,1
"R006","M","inland",49,0,2
"R009","M","inland",36,0,1
"R009","M","inland",41,0,1
"R010","F","inland",45,0,1
"R010","F","inland",42,0,1
"R011","F","inland",44,0,1
"R011","M","inland",34,0,1
"R012","F","inland",48,0,1
"R012","F","inland",38,0,2
"R013","F","inland",42,0,1
"R017","M","fishing",48,1,1
"R014","M","inland",48,1,1
"R014","M","inland",38,0,1
"R015S","F","fishing",33,0,2
"R016","F","fishing",17,1,2
"R016","F","fishing",40,2,2
"R017","M","fishing",42,0,1
"R018","F","fishing",44,1,1
"R018","M","inland",21,0,1
"R018","F","inland",15,2,2
"R018","F","inland",46,1,1
"R010","F","inland",43,0,1
"R012","F","inland",45,0,1
"R008","M","inland",49,0,1
"R007","F","inland",48,0,1
"R007","M","inland",19,0,1
"R009","F","inland",41,0,1
"R009","F","inland",42,0,1
"R009","M","inland",37,0,1
"R010","F","inland",34,0,1
"R013","M","inland",27,0,3
"R012","F","inland",36,1,1
"R017","M","inland",18,1,1
"R018","M","inland",20,0,1
"R018","M","inland",42,1,1
"R018","M","fishing",41,1,1
"R018","M","inland",27,0,1
