"ROUND","SEX","COMM","AGEYRS","COUNT","TOTAL_COUNT"
"R015","F","fishing",31,13,37
"R015","F","fishing",37,15,33
"R015","M","fishing",27,6,30
"R015","F","fishing",36,17,31
"R015","F","fishing",26,8,40
"R015","M","fishing",48,3,6
"R015","M","fishing",34,6,27
"R015","M","fishing",26,2,25
"R015","F","fishing",20,7,25
"R015","F","fishing",24,4,24
"R015","M","fishing",25,5,40
"R015","M","inland",21,0,2
"R015","M","fishing",28,9,39
"R015","M","fishing",38,9,30
"R015","M","inland",37,1,7
"R015","F","inland",26,8,29
"R015","F","inland",19,1,11
"R015","M","inland",38,1,15
"R015","F","inland",42,2,6
"R015","F","inland",43,4,9
"R015","M","fishing",49,1,3
"R015","M","fishing",40,7,19
"R015","F","fishing",35,20,41
"R015","M","fishing",45,9,19
"R015","M","inland",39,4,8
"R015","F","fishing",17,1,7
"R015","F","inland",34,3,15
"R015","F","fishing",18,1,12
"R015","M","inland",40,2,11
"R015","M","fishing",24,3,25
"R015","M","inland",36,2,7
"R015","F","inland",40,3,13
"R015","M","inland",45,4,8
"R015","M","fishing",42,7,20
"R015","F","fishing",48,1,2
"R015","F","fishing",44,2,5
"R015","F","inland",23,5,31
"R015S","M","fishing",29,0,12
"R015S","F","fishing",26,0,7
"R015S","F","fishing",29,1,12
"R015S","F","fishing",20,2,7
"R015S","F","fishing",22,0,9
"R015","F","inland",17,0,2
"R015","F","inland",27,6,26
"R015S","F","fishing",28,2,17
"R015S","M","fishing",39,0,3
"R015S","M","fishing",31,2,9
"R015S","M","fishing",25,0,13
"R015S","M","fishing",35,2,7
"R015S","M","fishing",28,0,11
"R015","F","inland",35,8,19
"R015S","F","fishing",27,3,9
"R015S","M","fishing",38,3,12
"R015S","F","fishing",21,1,10
"R015","M","inland",25,0,14
"R015S","F","fishing",35,2,9
"R015S","M","fishing",24,0,5
"R015S","M","fishing",26,1,12
"R015S","F","fishing",32,4,11
"R016","F","inland",39,6,10
"R015","M","inland",43,0,8
"R015","M","inland",23,2,14
"R015","F","inland",38,5,13
"R015","M","inland",35,3,17
"R015","M","inland",29,0,11
"R016","F","inland",38,6,8
"R016","F","inland",27,9,19
"R016","F","fishing",39,3,3
"R016","F","inland",22,6,17
"R016","M","fishing",24,0,5
"R016","M","fishing",30,1,10
"R016","F","fishing",25,5,12
"R016","M","fishing",32,2,10
"R016","M","fishing",44,1,4
"R016","F","fishing",23,6,11
"R016","M","fishing",31,1,3
"R016","M","fishing",22,0,5
"R016","F","fishing",29,5,10
"R016","F","fishing",24,2,10
"R016","M","fishing",34,1,5
"R016","F","fishing",31,6,8
"R016","F","inland",48,3,4
"R016","F","inland",47,2,5
"R018","M","fishing",32,5,8
"R016","M","inland",21,0,3
"R016","F","inland",24,7,14
"R016","F","inland",37,4,5
"R016","F","inland",34,14,14
"R016","F","inland",36,9,11
"R016","M","fishing",26,0,6
"R016","M","fishing",36,5,8
"R016","F","fishing",18,0,6
"R016","F","fishing",41,4,4
"R016","M","fishing",37,1,3
"R016","F","fishing",30,5,9
"R016","M","fishing",42,0,3
"R016","F","inland",17,1,4
"R016","F","inland",32,10,16
"R016","F","inland",20,4,14
"R016","F","inland",21,9,20
"R016","F","inland",41,4,10
"R016","M","inland",22,0,4
"R016","M","inland",32,7,11
"R016","F","inland",33,8,15
"R017","F","inland",21,8,11
"R017","M","inland",42,4,7
"R017","F","inland",23,10,17
"R017","M","inland",31,3,5
"R017","F","fishing",26,7,16
"R017","F","fishing",22,10,19
"R017","M","fishing",33,6,13
"R017","M","fishing",25,2,6
"R017","M","fishing",40,4,5
"R017","F","fishing",38,3,7
"R017","F","fishing",30,11,15
"R017","M","inland",26,0,3
"R017","F","inland",27,11,16
"R017","M","fishing",31,1,4
"R017","M","fishing",19,0,1
"R017","M","fishing",26,2,5
"R017","M","fishing",27,1,6
"R017","F","inland",32,5,7
"R017","M","inland",39,4,5
"R017","F","inland",45,5,5
"R017","F","inland",31,9,10
"R017","F","inland",22,9,15
"R017","F","inland",20,7,17
"R017","F","fishing",25,14,20
"R017","F","fishing",24,6,13
"R017","F","fishing",28,11,15
"R017","M","fishing",30,5,9
"R017","F","fishing",20,5,8
"R017","F","fishing",18,4,7
"R017","M","fishing",38,3,6
"R017","M","fishing",35,3,6
"R017","F","fishing",23,9,13
"R017","F","fishing",31,6,7
"R017","F","inland",26,12,21
"R017","M","inland",28,3,7
"R017","M","fishing",41,1,7
"R017","F","fishing",36,4,4
"R017","M","fishing",32,6,9
"R017","F","inland",36,13,13
"R017","M","inland",29,1,5
"R017","F","inland",24,10,16
"R017","M","inland",47,3,5
"R017","M","inland",21,1,1
"R017","M","inland",38,0,2
"R017","F","inland",18,7,10
"R017","F","inland",39,7,8
"R017","F","inland",28,9,14
"R017","F","inland",30,13,19
"R018","F","inland",29,7,9
"R018","F","inland",23,7,12
"R018","F","fishing",43,3,4
"R018","F","fishing",23,8,11
"R018","M","fishing",29,6,8
"R018","F","fishing",24,8,11
"R018","M","fishing",19,1,2
"R018","F","fishing",40,2,2
"R018","F","fishing",27,14,17
"R018","M","fishing",34,7,12
"R018","F","fishing",26,12,15
"R018","M","fishing",27,8,11
"R018","F","fishing",28,13,17
"R018","M","fishing",28,6,8
"R018","F","fishing",47,0,1
"R018","F","inland",18,9,13
"R018","F","fishing",34,4,4
"R018","F","fishing",30,14,16
"R018","F","fishing",35,7,10
"R018","M","inland",15,1,4
"R018","M","inland",24,1,1
"R018","M","inland",25,1,2
"R018","F","fishing",37,9,9
"R018","M","fishing",36,4,5
"R018","M","fishing",31,9,9
"R018","M","fishing",35,9,9
"R018","F","inland",31,5,6
"R018","M","fishing",45,6,6
"R018","M","fishing",39,3,4
"R018","F","inland",27,10,13
"R018","F","fishing",18,4,6
"R018","M","fishing",25,3,9
"R018","F","inland",24,15,22
"R018","F","inland",34,6,9
"R018","M","inland",31,4,6
"R018","F","inland",38,9,9
"R018","F","inland",35,7,8
"R018","F","inland",28,4,8
"R018","F","inland",21,2,11
"R018","F","inland",26,2,7
"R018","F","inland",20,9,12
"R018","F","inland",33,8,10
"R018","F","inland",43,4,4
"R016","M","inland",26,1,4
"R007","F","inland",35,0,5
"R018","F","inland",39,4,4
"R007","F","inland",36,0,6
"R006","M","inland",48,0,4
"R006","F","inland",43,0,6
"R007","M","inland",25,0,6
"R006","F","inland",39,0,16
"R006","M","inland",26,0,11
"R013","F","inland",44,0,2
"R013","M","inland",29,0,3
"R006","M","inland",39,0,12
"R012","M","inland",30,2,8
"R016","F","inland",42,3,6
"R016","M","fishing",43,1,1
"R007","M","inland",34,0,4
"R006","M","inland",28,0,14
"R012","M","inland",40,0,3
"R016","F","inland",43,1,1
"R008","M","inland",41,0,4
"R007","F","inland",27,0,18
"R015","M","inland",30,1,11
"R006","M","inland",42,0,11
"R006","M","inland",46,0,7
"R007","M","inland",38,0,6
"R013","F","inland",34,1,5
"R006","M","inland",22,0,10
"R006","F","inland",48,0,4
"R013","F","inland",38,1,3
"R007","F","inland",41,0,3
"R007","F","inland",37,0,4
"R007","F","inland",15,0,2
"R007","F","inland",17,0,2
"R007","M","inland",41,0,2
"R007","F","inland",39,0,2
"R008","M","inland",36,0,6
"R008","F","inland",46,0,1
"R008","M","inland",32,0,4
"R008","F","inland",26,0,12
"R008","F","inland",48,0,1
"R008","F","inland",23,0,11
"R008","M","inland",35,0,6
"R008","F","inland",15,0,3
"R008","F","inland",38,0,8
"R008","M","inland",20,0,2
"R008","F","inland",17,0,4
"R008","F","inland",25,0,10
"R009","F","inland",25,0,2
"R009","M","inland",21,0,1
"R009","F","inland",44,0,2
"R009","F","inland",19,0,8
"R009","F","inland",38,0,1
"R009","F","inland",22,0,4
"R010","F","inland",25,0,12
"R010","F","inland",33,0,5
"R010","M","inland",26,0,1
"R010","F","inland",20,0,6
"R010","M","inland",34,0,2
"R010","M","inland",35,0,4
"R012","F","inland",34,1,5
"R011","F","inland",28,0,12
"R010","F","inland",22,0,13
"R010","M","inland",29,0,3
"R010","F","inland",41,0,2
"R011","F","inland",16,0,1
"R011","M","inland",24,0,4
"R013","F","inland",22,0,8
"R011","M","inland",43,0,2
"R011","F","inland",31,1,6
"R011","F","inland",32,0,3
"R011","F","inland",33,1,6
"R011","F","inland",24,0,9
"R011","M","inland",20,0,3
"R011","M","inland",27,0,3
"R011","M","inland",37,0,5
"R012","M","inland",29,0,3
"R012","M","inland",33,0,2
"R012","M","inland",22,0,4
"R016","F","inland",26,6,12
"R012","M","inland",39,1,3
"R012","F","inland",42,0,2
"R012","F","inland",18,0,2
"R012","F","inland",16,0,6
"R013","M","inland",25,0,2
"R013","F","inland",45,0,2
"R013","M","inland",22,0,2
"R013","M","inland",34,1,5
"R013","F","inland",29,0,6
"R013","F","inland",39,0,2
"R014","F","inland",20,0,9
"R014","F","inland",17,0,2
"R012","M","inland",27,1,2
"R016","F","inland",30,9,14
"R013","F","inland",33,3,3
"R017","F","inland",47,2,2
"R014","F","inland",21,1,9
"R015","F","fishing",43,2,9
"R017","F","fishing",40,1,2
"R013","M","inland",42,1,2
"R017","F","inland",37,7,10
"R013","M","inland",41,0,1
"R015","M","fishing",43,3,13
"R016","M","inland",40,6,8
"R016","M","inland",15,1,1
"R015","M","inland",33,1,8
"R015S","F","fishing",42,2,4
"R018","M","inland",32,6,10
"R016","M","inland",36,4,6
"R016","F","fishing",19,3,8
"R014","F","inland",35,0,8
"R014","F","inland",24,1,14
"R014","M","inland",35,0,3
"R014","M","inland",30,1,6
"R014","F","inland",36,0,8
"R014","F","inland",38,0,4
"R014","M","inland",47,0,2
"R015","F","inland",15,2,5
"R015","F","inland",33,7,23
"R015","F","fishing",19,3,18
"R015","F","fishing",40,12,16
"R015","M","fishing",20,1,12
"R015","M","fishing",37,12,22
"R015","F","fishing",22,6,22
"R015","M","inland",26,3,13
"R015","F","inland",24,1,23
"R015","F","fishing",21,2,23
"R015","M","fishing",47,4,5
"R015","F","fishing",45,5,9
"R015","F","inland",39,8,13
"R015","M","fishing",44,2,7
"R015S","F","fishing",23,1,10
"R015S","F","fishing",40,0,3
"R015S","M","fishing",36,0,7
"R015S","M","fishing",34,0,7
"R015S","F","fishing",30,3,14
"R015S","F","fishing",19,0,4
"R015S","F","fishing",31,0,5
"R015S","M","fishing",33,0,11
"R015S","M","fishing",27,0,14
"R015S","M","fishing",45,1,2
"R015","F","inland",45,1,6
"R016","F","fishing",22,3,8
"R016","M","fishing",40,3,7
"R016","F","fishing",15,0,2
"R016","F","fishing",27,6,14
"R016","F","fishing",35,4,7
"R016","M","fishing",23,1,4
"R016","M","fishing",20,0,3
"R016","M","inland",20,2,4
"R016","M","inland",30,3,8
"R016","F","inland",28,7,15
"R016","M","fishing",27,1,8
"R016","F","fishing",44,2,3
"R016","F","inland",19,5,9
"R016","M","inland",25,3,7
"R017","M","inland",46,2,2
"R017","F","fishing",34,6,10
"R017","M","fishing",36,3,10
"R017","F","fishing",35,5,8
"R017","F","inland",35,6,7
"R017","F","inland",17,3,4
"R017","F","fishing",33,7,8
"R017","F","fishing",27,13,14
"R017","F","fishing",29,9,12
"R017","M","fishing",28,3,11
"R017","M","fishing",37,5,6
"R017","M","inland",27,3,5
"R017","M","inland",36,3,5
"R017","F","inland",34,6,9
"R017","M","inland",23,0,3
"R017","M","inland",33,1,2
"R018","F","inland",42,2,2
"R018","F","inland",47,2,2
"R018","F","fishing",22,12,15
"R018","M","fishing",21,0,4
"R018","M","fishing",44,4,7
"R018","F","fishing",25,7,10
"R018","M","fishing",30,3,5
"R018","M","inland",43,2,2
"R018","F","fishing",42,3,3
"R018","M","fishing",22,2,3
"R018","F","fishing",29,12,14
"R018","M","inland",33,2,4
"R018","M","inland",26,0,2
"R018","F","inland",25,6,11
"R018","F","inland",37,5,5
"R018","M","inland",41,2,3
"R007","M","inland",35,0,9
"R009","F","inland",46,0,1
"R010","F","inland",29,0,5
"R006","F","inland",49,0,4
"R014","M","inland",42,0,1
"R010","F","inland",44,0,2
"R012","M","inland",32,0,4
"R006","F","inland",41,0,10
"R008","M","inland",39,0,2
"R007","M","inland",47,0,1
"R007","M","inland",37,0,3
"R018","M","inland",37,5,6
"R007","F","inland",32,0,2
"R008","M","inland",33,0,6
"R006","M","inland",21,0,2
"R009","M","inland",48,0,1
"R009","M","inland",24,0,1
"R006","M","inland",47,0,5
"R006","M","inland",23,0,4
"R017","M","inland",40,5,6
"R006","F","inland",45,0,6
"R006","M","inland",43,0,3
"R007","M","inland",27,0,6
"R007","F","inland",34,0,5
"R007","F","inland",38,0,4
"R007","M","inland",28,0,5
"R007","F","inland",33,0,6
"R007","F","inland",26,0,14
"R008","M","inland",29,0,5
"R008","F","inland",44,0,3
"R008","M","inland",30,0,4
"R008","M","inland",28,0,5
"R009","F","inland",35,0,3
"R009","M","inland",23,0,2
"R009","F","inland",15,0,1
"R009","F","inland",26,0,5
"R009","M","inland",22,0,3
"R009","F","inland",20,0,10
"R009","M","inland",30,0,2
"R010","F","inland",30,0,7
"R010","M","inland",33,0,3
"R010","M","inland",30,0,2
"R010","M","inland",25,0,3
"R010","M","inland",32,0,3
"R011","F","inland",38,1,3
"R014","M","inland",41,1,2
"R011","F","inland",22,0,10
"R012","M","inland",24,0,2
"R012","F","inland",40,1,6
"R017","M","inland",32,2,4
"R012","F","inland",43,0,1
"R012","M","inland",31,0,5
"R012","F","inland",32,0,7
"R012","M","inland",23,0,2
"R013","M","inland",26,0,2
"R013","M","inland",43,0,2
"R013","F","inland",18,0,3
"R013","M","inland",31,0,1
"R013","M","inland",24,0,2
"R013","F","inland",23,0,5
"R013","M","inland",32,1,7
"R013","M","inland",16,0,1
"R014","M","inland",46,1,2
"R014","M","inland",29,0,3
"R014","F","inland",49,1,1
"R012","F","inland",35,0,4
"R015","M","inland",42,3,5
"R017","M","inland",15,1,1
"R012","F","inland",39,0,2
"R014","F","inland",46,2,2
"R018","M","inland",46,1,3
"R013","M","inland",33,1,2
"R016","F","inland",46,5,5
"R015S","F","fishing",41,0,1
"R016","F","fishing",16,1,1
"R016","F","fishing",38,5,7
"R016","F","fishing",36,2,3
"R018","M","fishing",46,2,3
"R014","F","inland",28,2,11
"R014","M","inland",27,0,3
"R014","M","inland",28,0,5
"R014","M","inland",34,0,2
"R014","M","inland",36,0,3
"R015","M","inland",20,1,6
"R015","F","fishing",47,6,6
"R015","F","fishing",42,5,14
"R015","F","inland",49,0,1
"R015","M","fishing",46,1,5
"R015S","M","fishing",42,0,7
"R015S","M","fishing",37,2,10
"R015S","M","fishing",23,0,7
"R015S","F","fishing",37,1,2
"R015","F","inland",16,0,3
"R015S","F","fishing",25,2,8
"R015","F","inland",44,2,5
"R015S","F","fishing",24,1,10
"R015S","F","fishing",38,2,4
"R015S","F","fishing",34,2,7
"R015","M","inland",24,1,8
"R015","M","inland",31,0,5
"R016","F","fishing",37,3,4
"R016","M","fishing",28,0,6
"R016","M","inland",47,2,2
"R016","M","inland",28,2,8
"R016","F","fishing",32,2,4
"R016","F","fishing",33,6,7
"R016","F","fishing",20,2,11
"R016","M","inland",39,3,5
"R016","F","inland",18,3,8
"R017","F","fishing",43,1,1
"R017","M","fishing",34,3,6
"R017","F","inland",43,2,3
"R017","M","fishing",22,0,1
"R017","M","fishing",29,5,8
"R017","F","fishing",21,6,14
"R017","F","fishing",19,4,7
"R017","F","inland",49,1,2
"R017","M","inland",35,3,4
"R017","M","inland",30,3,7
"R017","M","inland",24,1,4
"R017","M","inland",37,2,3
"R017","F","inland",19,4,9
"R018","M","inland",36,2,3
"R018","F","fishing",36,4,4
"R018","M","fishing",38,3,4
"R018","M","fishing",26,2,3
"R018","F","fishing",19,4,5
"R018","F","fishing",17,0,2
"R018","M","fishing",37,4,7
"R018","M","fishing",20,0,1
"R018","M","inland",30,3,4
"R018","M","fishing",40,4,6
"R018","F","fishing",21,5,5
"R018","F","fishing",39,4,5
"R018","M","inland",40,1,2
"R018","M","inland",29,2,4
"R016","M","inland",34,1,4
"R006","M","inland",45,0,3
"R013","M","inland",39,1,2
"R009","M","inland",31,0,3
"R007","M","inland",39,0,1
"R009","M","inland",27,0,1
"R016","M","inland",44,3,4
"R007","M","inland",24,0,6
"R007","M","inland",44,0,4
"R008","F","inland",27,0,11
"R009","M","inland",28,0,2
"R008","M","inland",31,0,4
"R008","F","inland",43,0,3
"R008","M","inland",25,0,4
"R009","F","inland",37,0,1
"R009","F","inland",32,0,2
"R009","F","inland",33,0,1
"R009","F","inland",21,0,3
"R009","F","inland",28,0,9
"R010","M","inland",43,0,1
"R010","F","inland",18,0,4
"R010","M","inland",41,0,1
"R010","M","inland",23,0,1
"R016","M","inland",27,1,6
"R010","F","inland",40,0,4
"R011","M","inland",32,0,3
"R011","M","inland",25,0,3
"R011","F","inland",46,1,1
"R011","F","inland",35,0,1
"R011","F","inland",29,0,7
"R012","M","inland",43,1,3
"R013","F","inland",31,0,4
"R013","F","inland",15,0,2
"R013","F","inland",27,0,4
"R013","M","inland",40,1,2
"R013","F","inland",26,0,4
"R013","F","inland",40,1,1
"R014","F","inland",29,1,7
"R014","M","inland",37,0,3
"R018","F","inland",40,3,3
"R013","F","inland",48,0,1
"R016","M","inland",29,2,3
"R016","M","fishing",39,2,2
"R014","M","inland",26,0,3
"R015","F","fishing",41,6,10
"R015","F","inland",48,1,3
"R015","F","inland",41,0,1
"R015","M","fishing",18,0,2
"R015S","M","fishing",41,0,3
"R015S","F","fishing",39,2,6
"R015S","M","fishing",22,0,2
"R015S","M","fishing",48,0,1
"R015","F","inland",47,0,2
"R016","M","fishing",35,2,2
"R016","M","fishing",45,1,5
"R016","M","inland",24,2,5
"R016","F","inland",40,2,3
"R016","F","inland",49,1,2
"R017","F","fishing",45,2,2
"R017","F","fishing",32,3,6
"R017","F","fishing",42,1,1
"R017","M","fishing",24,0,3
"R017","M","inland",25,1,3
"R017","M","inland",22,0,3
"R017","M","inland",17,0,1
"R017","F","fishing",39,3,5
"R017","M","fishing",47,1,1
"R018","M","fishing",33,5,7
"R018","M","fishing",48,1,2
"R018","F","fishing",32,9,11
"R018","M","fishing",42,5,9
"R018","F","inland",41,3,3
"R018","F","fishing",38,3,4
"R018","F","inland",17,3,3
"R018","F","fishing",33,7,7
"R018","M","inland",28,3,4
"R018","M","inland",34,3,4
"R018","M","inland",23,1,3
"R018","M","inland",19,1,3
"R018","M","inland",38,3,6
"R014","M","inland",44,0,1
"R012","M","inland",38,1,3
"R014","F","inland",41,0,2
"R008","M","inland",40,0,3
"R011","M","inland",48,0,1
"R012","M","inland",47,0,2
"R011","M","inland",28,0,4
"R010","M","inland",28,0,3
"R008","M","inland",26,0,4
"R008","M","inland",45,0,2
"R009","M","inland",42,0,1
"R006","M","inland",19,0,2
"R007","M","inland",26,0,4
"R007","F","inland",42,0,1
"R009","M","inland",33,0,1
"R009","F","inland",34,0,2
"R009","M","inland",35,0,2
"R010","M","inland",39,0,1
"R010","F","inland",28,0,5
"R010","F","inland",17,0,3
"R010","M","inland",37,0,2
"R011","F","inland",17,0,3
"R011","M","inland",30,0,2
"R011","F","inland",43,0,1
"R011","M","inland",23,0,2
"R011","M","inland",38,0,1
"R012","M","inland",19,0,1
"R012","M","inland",16,0,1
"R013","M","inland",23,0,1
