"ROUND","SEX","COMM","AGEYRS","COUNT","TOTAL_COUNT"
"R017","F","fishing",18,5,8
"R017","M","inland",29,12,22
"R017","M","inland",47,14,20
"R017","M","inland",21,2,3
"R018","M","fishing",19,1,2
"R018","F","fishing",47,9,10
"R018","F","inland",18,10,14
"R018","M","inland",15,1,4
"R018","M","inland",25,3,12
"R018","F","fishing",18,4,7
"R018","M","inland",31,18,28
"R018","F","inland",21,7,20
"R018","F","inland",20,13,20
"R016","M","inland",26,3,14
"R012","F","inland",48,6,13
"R006","M","inland",48,0,4
"R007","M","inland",49,0,3
"R009","F","inland",25,0,19
"R011","M","inland",34,1,16
"R010","F","inland",38,0,15
"R014","M","inland",30,5,31
"R006","F","inland",43,0,6
"R008","F","inland",45,0,5
"R008","M","inland",26,0,14
"R006","F","inland",39,0,16
"R009","F","inland",42,0,8
"R010","F","inland",43,0,9
"R011","F","inland",44,1,8
"R014","F","inland",49,4,7
"R006","M","inland",26,0,11
"R007","M","inland",27,0,14
"R011","M","inland",32,0,14
"R014","M","inland",42,1,11
"R012","F","inland",39,5,18
"R006","M","inland",39,0,12
"R009","M","inland",27,0,13
"R010","M","inland",28,0,13
"R013","F","inland",38,10,25
"R009","M","inland",41,0,12
"R008","M","inland",41,0,17
"R012","F","inland",47,4,9
"R013","F","inland",49,3,10
"R008","F","inland",38,0,26
"R012","M","inland",30,3,17
"R013","M","inland",39,3,17
"R014","M","inland",41,3,16
"R010","M","inland",37,0,12
"R008","F","inland",27,0,37
"R011","M","inland",36,1,18
"R006","M","inland",28,0,14
"R018","M","inland",36,14,19
"R013","F","inland",41,6,14
"R009","M","inland",42,0,10
"R010","M","inland",43,0,7
"R011","M","inland",45,1,8
"R012","M","inland",38,3,14
"R006","M","inland",42,0,11
"R007","M","inland",43,0,8
"R008","M","inland",44,0,7
"R009","M","inland",45,0,5
"R009","F","inland",33,0,17
"R011","M","inland",24,0,10
"R007","M","inland",24,0,9
"R009","M","inland",31,0,13
"R006","M","inland",46,0,7
"R007","M","inland",47,0,5
"R008","M","inland",48,0,4
"R009","F","inland",22,0,20
"R011","F","inland",22,0,25
"R013","F","inland",25,2,33
"R006","M","inland",22,0,10
"R009","F","inland",21,0,12
"R008","M","inland",46,0,2
"R010","F","inland",23,0,22
"R006","F","inland",48,0,4
"R007","F","inland",49,0,6
"R011","F","inland",24,2,23
"R009","F","inland",43,0,8
"R010","F","inland",44,0,10
"R007","F","inland",15,0,3
"R010","F","inland",18,0,9
"R007","F","inland",17,0,3
"R010","M","inland",44,0,8
"R012","M","inland",48,1,5
"R017","M","inland",30,16,26
"R010","F","inland",48,0,3
"R009","F","inland",19,0,18
"R008","F","inland",15,0,3
"R009","F","inland",16,0,4
"R009","F","inland",39,0,12
"R010","F","inland",40,0,18
"R011","M","inland",20,0,4
"R013","M","inland",23,0,8
"R008","F","inland",17,0,5
"R009","F","inland",44,0,10
"R010","F","inland",45,0,11
"R010","F","inland",25,0,28
"R013","M","inland",40,2,13
"R013","F","inland",26,2,25
"R014","F","inland",28,5,29
"R011","F","inland",43,2,8
"R011","F","inland",16,0,3
"R014","F","inland",20,1,12
"R012","M","inland",29,1,13
"R018","M","inland",28,7,13
"R012","F","inland",16,0,7
"R013","M","inland",25,0,5
"R013","M","inland",22,0,2
"R014","M","inland",35,5,27
"R014","F","inland",17,0,3
"R015","F","fishing",19,3,19
"R017","M","inland",37,16,19
"R015","F","fishing",43,3,10
"R015S","F","fishing",43,7,11
"R016","F","fishing",44,10,14
"R018","F","fishing",41,27,28
"R015","M","fishing",43,3,14
"R018","M","fishing",48,10,12
"R017","M","fishing",28,25,46
"R016","M","inland",15,1,1
"R015S","F","fishing",42,9,17
"R016","F","fishing",43,9,11
"R015","F","inland",15,2,5
"R016","F","inland",16,0,1
"R017","F","inland",19,7,16
"R015","F","fishing",40,12,16
"R015S","F","fishing",41,6,8
"R016","M","fishing",29,9,29
"R017","M","fishing",37,18,23
"R015S","F","fishing",34,11,26
"R016","M","fishing",28,9,29
"R015","M","fishing",20,1,12
"R017","M","fishing",23,3,8
"R015","M","fishing",37,13,23
"R016","F","inland",18,4,10
"R016","M","fishing",41,12,19
"R018","M","fishing",44,22,26
"R015","M","inland",26,5,23
"R018","F","inland",22,7,15
"R015S","M","fishing",45,6,12
"R018","M","fishing",49,7,7
"R015","F","fishing",21,2,23
"R016","M","fishing",46,5,10
"R015","M","fishing",47,4,5
"R015S","M","fishing",47,1,3
"R016","M","fishing",49,5,7
"R015","F","fishing",45,5,9
"R017","F","fishing",48,4,4
"R016","F","fishing",45,3,5
"R018","M","fishing",41,22,24
"R015S","F","fishing",47,1,6
"R017","M","inland",19,1,2
"R018","M","inland",21,0,5
"R015S","F","fishing",18,0,9
"R015","M","fishing",44,2,7
"R015S","M","fishing",44,4,13
"R017","M","inland",24,3,11
"R016","F","fishing",15,0,2
"R016","M","fishing",20,0,9
"R016","M","inland",20,2,4
"R018","M","inland",23,3,9
"R016","M","inland",30,6,20
"R018","M","fishing",24,1,4
"R017","F","inland",17,3,4
"R018","M","inland",29,11,18
"R018","M","fishing",22,3,6
"R016","M","inland",28,7,22
"R013","F","inland",47,0,3
"R006","F","inland",49,0,4
"R009","M","inland",29,0,6
"R006","F","inland",41,0,10
"R008","F","inland",49,0,5
"R011","F","inland",49,2,2
"R012","M","inland",47,3,9
"R009","M","inland",49,0,3
"R014","M","inland",34,6,22
"R011","M","inland",30,2,17
"R011","M","inland",46,0,3
"R007","F","inland",42,0,6
"R008","F","inland",43,0,11
"R011","F","inland",46,5,12
"R006","M","inland",21,0,2
"R009","M","inland",48,0,4
"R009","M","inland",24,0,11
"R006","M","inland",47,0,5
"R008","M","inland",28,0,20
"R007","M","inland",48,0,5
"R006","M","inland",23,0,4
"R010","M","inland",25,0,11
"R007","M","inland",22,0,3
"R006","F","inland",45,0,6
"R007","F","inland",47,0,8
"R007","M","inland",21,0,5
"R009","F","inland",18,0,5
"R006","M","inland",43,0,3
"R007","M","inland",44,0,9
"R008","M","inland",45,0,8
"R010","M","inland",30,0,9
"R014","M","inland",32,1,17
"R011","F","inland",18,0,5
"R009","F","inland",15,0,1
"R015","M","inland",24,1,15
"R012","M","inland",24,0,6
"R012","M","inland",23,0,5
"R013","F","inland",18,0,6
"R016","M","inland",27,5,17
"R018","M","inland",30,17,22
"R013","M","inland",16,1,2
"R014","M","inland",18,1,4
"R017","M","inland",15,1,1
"R018","M","inland",17,1,1
"R015S","M","fishing",23,1,15
"R016","F","fishing",16,1,1
"R017","F","fishing",17,1,2
"R018","F","fishing",19,8,10
"R017","M","fishing",48,11,13
"R015","F","fishing",47,6,6
"R016","F","fishing",48,1,1
"R015","F","fishing",42,5,14
"R017","F","fishing",46,7,7
"R018","F","fishing",48,6,6
"R015","M","fishing",46,1,5
"R016","M","fishing",48,1,2
"R016","M","fishing",45,6,15
"R015","F","inland",16,0,3
"R017","F","fishing",41,16,19
"R017","M","fishing",21,0,1
"R018","F","inland",19,3,4
"R018","F","inland",17,8,9
"R018","F","fishing",17,1,3
"R018","M","fishing",20,0,1
"R007","F","inland",46,0,4
"R008","F","inland",47,0,4
"R009","F","inland",48,0,2
"R010","F","inland",49,0,2
"R006","M","inland",45,0,3
"R010","M","inland",49,0,3
"R010","M","inland",46,0,5
"R011","M","inland",48,0,3
"R007","M","inland",39,0,9
"R009","F","inland",45,0,7
"R010","F","inland",46,0,7
"R008","M","inland",25,0,13
"R011","F","inland",47,0,8
"R007","M","inland",23,0,10
"R011","M","inland",22,0,5
"R010","M","inland",20,0,1
"R009","M","inland",20,0,1
"R013","F","inland",27,3,18
"R014","M","inland",48,6,8
"R011","M","inland",25,0,10
"R014","M","inland",21,0,3
"R013","F","inland",15,0,2
"R015","F","fishing",41,7,11
"R017","F","fishing",44,6,6
"R018","F","fishing",46,3,3
"R017","M","fishing",47,10,12
"R016","F","fishing",49,6,8
"R015S","M","fishing",49,2,4
"R015S","F","fishing",45,2,6
"R016","F","fishing",47,5,5
"R018","F","fishing",45,12,12
"R017","F","fishing",45,7,8
"R015","M","fishing",18,0,2
"R016","M","inland",24,4,11
"R017","M","inland",25,5,9
"R017","M","inland",17,0,1
"R018","M","inland",19,1,3
"R017","F","fishing",49,1,1
"R008","M","inland",17,0,3
"R006","M","inland",19,0,2
"R014","M","inland",20,0,5
"R010","F","inland",17,0,4
"R012","M","inland",19,0,2
"R013","M","inland",21,0,7
"R012","M","inland",16,0,1
"R014","F","inland",15,0,1
"R012","M","inland",15,1,1
"R016","M","inland",19,0,3
"R018","M","inland",22,3,3
"R015S","M","fishing",18,0,1
"R015","M","fishing",19,0,2
"R015S","M","fishing",21,0,7
"R018","F","fishing",20,9,14
"R007","M","inland",18,0,1
"R006","F","inland",16,0,1
"R007","M","inland",20,0,4
"R015","M","inland",16,1,1
"R014","M","inland",15,0,2
"R016","M","inland",18,0,1
"R017","M","inland",20,1,1
"R017","M","fishing",20,0,1
"R015S","M","fishing",19,0,2
"R016","F","inland",15,0,2
"R017","F","inland",16,3,4
"R017","F","fishing",15,1,1
"R017","F","inland",15,4,5
"R018","M","inland",18,2,2
"R018","F","fishing",16,1,3
"R009","M","inland",44,0,1
"R010","M","inland",45,0,2
"R007","F","inland",16,0,3
"R012","M","inland",18,0,1
"R012","F","inland",17,0,1
"R014","M","inland",19,0,2
"R015S","F","fishing",16,0,1
"R016","M","inland",17,1,1
"R017","M","inland",18,2,2
"R018","M","inland",20,1,3
"R017","M","fishing",15,0,1
"R006","F","inland",15,0,4
"R006","M","inland",16,0,1
"R008","M","inland",49,0,3
"R009","M","inland",47,0,1
"R010","M","inland",48,0,1
"R012","M","inland",20,0,1
"R013","M","inland",18,0,2
"R018","M","inland",16,1,1
"R015","M","inland",15,0,1
"R006","M","inland",20,0,3
"R006","M","inland",49,0,2
"R016","F","fishing",17,1,2
"R017","F","fishing",16,0,1
"R018","F","inland",15,2,2
"R009","M","inland",18,0,1
"R010","M","inland",19,0,1
"R007","M","inland",19,0,1
