"ROUND","SEX","COMM","AGEYRS","COUNT","TOTAL_COUNT"
"R018","M","fishing",25,24,99
"R018","M","inland",25,12,198
"R016","M","inland",21,9,217
"R017","M","inland",23,15,218
"R018","M","inland",24,7,204
"R014","F","inland",21,20,160
"R017","F","inland",23,32,315
"R014","F","inland",19,11,208
"R015","F","inland",21,36,276
"R016","F","inland",22,33,298
"R015","M","inland",19,8,274
"R015","F","inland",19,15,278
"R014","F","inland",17,3,203
"R014","M","inland",17,0,199
"R016","M","fishing",20,8,66
"R013","F","inland",15,2,181
"R014","F","inland",16,0,185
"R016","F","inland",21,22,289
"R017","M","inland",21,3,223
"R018","M","inland",23,8,207
"R018","F","inland",23,26,280
"R016","F","inland",23,45,283
"R015","F","inland",18,15,305
"R016","F","inland",20,23,293
"R018","F","inland",24,45,299
"R017","F","inland",21,26,270
"R017","M","inland",22,5,231
"R017","F","inland",22,38,305
"R014","F","inland",15,1,180
"R015","F","inland",16,3,252
"R017","F","fishing",23,39,100
"R018","F","fishing",25,36,93
"R016","F","inland",18,11,320
"R015","F","inland",17,2,249
"R014","M","inland",15,2,161
"R016","M","fishing",18,0,48
"R016","M","inland",18,1,289
"R016","F","inland",19,12,278
"R018","F","inland",26,34,249
"R015","M","inland",17,5,253
"R016","M","inland",19,3,249
"R017","F","inland",20,21,311
"R018","M","inland",21,5,250
"R015","F","inland",15,5,245
"R015","F","fishing",49,3,8
"R015","F","fishing",29,49,77
"R016","M","fishing",33,34,87
"R017","M","fishing",31,39,109
"R017","F","fishing",36,38,69
"R015","M","fishing",25,41,120
"R015S","M","fishing",26,35,124
"R017","M","fishing",28,46,134
"R018","M","fishing",30,55,148
"R015","M","fishing",32,53,104
"R015","M","fishing",36,23,59
"R015S","M","fishing",37,27,67
"R017","M","fishing",39,24,67
"R015","M","fishing",23,16,65
"R015S","M","fishing",24,18,75
"R016","M","fishing",25,14,67
"R018","M","fishing",28,26,95
"R015S","M","fishing",40,27,74
"R017","M","fishing",43,17,52
"R018","M","fishing",44,26,54
"R015","M","fishing",27,30,87
"R015S","M","fishing",28,34,109
"R016","M","fishing",29,31,106
"R018","F","inland",22,14,244
"R017","F","fishing",37,34,60
"R015S","M","fishing",32,42,103
"R017","M","fishing",35,51,108
"R018","M","fishing",37,53,111
"R018","F","inland",16,4,322
"R016","M","fishing",38,28,73
"R016","F","fishing",21,24,74
"R016","F","fishing",28,42,92
"R016","M","fishing",21,8,54
"R016","F","fishing",26,43,95
"R018","F","fishing",29,38,91
"R018","F","inland",21,21,292
"R018","F","inland",20,19,299
"R016","M","inland",17,1,306
"R017","M","inland",19,2,288
"R015","M","inland",15,1,247
"R017","F","inland",19,16,296
"R016","M","inland",16,0,281
"R017","M","inland",18,2,298
"R018","M","inland",20,3,263
"R018","M","fishing",24,4,80
"R016","F","fishing",22,28,74
"R017","F","fishing",24,29,80
"R015","M","fishing",31,32,77
"R015","F","fishing",27,57,99
"R017","F","fishing",30,40,84
"R015","M","fishing",22,10,65
"R015S","M","fishing",22,11,62
"R016","M","fishing",23,11,62
"R017","M","fishing",25,18,86
"R018","M","fishing",27,30,100
"R015","F","fishing",26,43,87
"R015S","F","fishing",26,38,73
"R015","F","fishing",23,41,99
"R015","M","fishing",21,7,53
"R015","M","fishing",42,21,43
"R015S","F","fishing",39,30,47
"R016","F","fishing",40,23,42
"R015","F","fishing",28,53,93
"R015S","F","fishing",29,48,76
"R016","F","fishing",30,53,96
"R017","F","fishing",31,48,83
"R018","F","fishing",33,38,71
"R015S","M","fishing",31,24,68
"R017","M","fishing",34,28,68
"R018","M","fishing",35,46,86
"R015S","F","fishing",28,60,110
"R016","F","fishing",29,44,88
"R018","F","fishing",32,44,87
"R015","M","fishing",20,12,69
"R015","F","fishing",21,23,60
"R015","F","fishing",18,11,59
"R015S","F","fishing",19,11,74
"R016","F","fishing",20,23,77
"R017","F","fishing",22,38,95
"R015S","M","fishing",25,43,119
"R015","M","fishing",38,34,70
"R016","M","fishing",40,27,59
"R017","M","fishing",41,28,59
"R018","M","fishing",43,34,69
"R015S","M","fishing",33,48,94
"R015","F","fishing",32,64,106
"R016","F","fishing",33,44,79
"R017","F","fishing",32,40,80
"R018","F","fishing",34,41,80
"R015","F","fishing",45,7,22
"R015S","F","fishing",46,5,16
"R015","M","fishing",24,25,85
"R017","M","fishing",27,25,76
"R018","M","fishing",29,32,87
"R015S","F","fishing",30,59,103
"R016","F","fishing",31,40,71
"R017","F","fishing",33,36,76
"R018","F","fishing",35,38,68
"R015S","F","fishing",22,23,65
"R016","F","fishing",23,27,83
"R017","F","fishing",25,36,88
"R017","M","fishing",37,23,58
"R015S","F","fishing",32,54,96
"R015","F","fishing",36,29,43
"R015S","F","fishing",36,30,49
"R017","F","fishing",39,35,56
"R018","F","fishing",41,29,48
"R016","M","fishing",26,39,108
"R015","F","fishing",42,15,28
"R015S","F","fishing",43,11,26
"R016","F","fishing",44,13,23
"R017","F","fishing",46,8,21
"R018","F","fishing",47,10,20
"R015S","M","fishing",35,38,86
"R016","M","fishing",36,33,72
"R017","M","fishing",38,34,77
"R018","M","fishing",40,30,81
"R015S","M","fishing",20,11,61
"R015S","M","fishing",29,38,85
"R016","M","fishing",41,21,56
"R018","M","fishing",45,24,55
"R015S","F","fishing",24,23,78
"R015","M","fishing",17,0,18
"R015S","M","fishing",17,0,26
"R017","M","fishing",20,1,43
"R018","M","fishing",22,6,71
"R015S","F","fishing",27,38,71
"R015","F","fishing",19,18,68
"R018","F","fishing",24,32,88
"R015","F","fishing",37,37,54
"R015S","M","fishing",27,37,101
"R015S","M","fishing",23,15,64
"R016","M","fishing",24,18,77
"R017","M","fishing",26,19,72
"R016","M","fishing",34,41,90
"R015S","F","fishing",21,27,65
"R015S","F","fishing",37,26,39
"R015","M","fishing",44,14,26
"R015S","M","fishing",44,13,31
"R016","M","fishing",45,15,37
"R017","M","fishing",47,10,29
"R018","M","fishing",49,7,20
"R015","M","fishing",48,5,15
"R016","M","fishing",37,16,58
"R015S","F","fishing",33,37,75
"R016","F","fishing",35,36,65
"R018","F","fishing",38,30,51
"R016","F","fishing",41,22,37
"R017","F","fishing",42,22,38
"R018","F","fishing",44,17,33
"R015S","F","fishing",20,29,92
"R016","F","fishing",38,27,41
"R015","M","fishing",19,2,49
"R015","M","fishing",34,30,67
"R015","M","fishing",26,25,80
"R018","M","fishing",31,40,101
"R016","F","fishing",39,24,46
"R016","M","fishing",27,43,114
"R017","M","fishing",29,34,100
"R015","M","fishing",28,39,103
"R017","M","fishing",24,14,78
"R015","M","fishing",18,2,39
"R015S","M","fishing",19,2,52
"R017","M","fishing",22,7,67
"R018","M","fishing",23,7,87
"R015S","F","fishing",34,26,51
"R015","M","fishing",47,7,18
"R015S","M","fishing",47,3,19
"R016","M","fishing",48,2,14
"R015S","F","fishing",35,44,68
"R016","F","fishing",36,30,51
"R018","F","fishing",39,31,56
"R017","F","fishing",27,34,80
"R018","M","fishing",32,34,89
"R015","F","fishing",17,7,34
"R018","F","fishing",22,30,98
"R015","M","fishing",16,0,24
"R018","M","fishing",21,5,59
"R018","M","fishing",39,30,69
"R015","F","fishing",44,6,12
"R015S","F","fishing",45,6,14
"R016","F","fishing",46,6,14
"R017","F","fishing",48,4,12
"R017","F","fishing",40,24,45
"R018","F","fishing",42,28,54
"R015S","M","fishing",21,7,65
"R016","M","fishing",22,13,80
"R015","F","fishing",24,23,68
"R015S","F","fishing",18,9,49
"R016","F","fishing",19,19,63
"R017","F","fishing",29,54,109
"R018","M","fishing",26,16,88
"R015S","M","fishing",41,17,38
"R015S","M","fishing",38,33,67
"R015","F","fishing",15,0,15
"R015S","F","fishing",15,0,21
"R015","M","fishing",49,3,14
"R015S","F","fishing",38,25,46
"R015","M","fishing",46,5,19
"R015","F","fishing",16,0,22
"R017","F","fishing",19,11,59
"R015","M","fishing",37,20,57
"R015","M","fishing",40,18,45
"R015","F","fishing",46,5,7
"R015","F","fishing",35,41,63
"R017","F","fishing",38,37,58
"R016","F","fishing",47,4,11
"R016","F","fishing",37,36,54
"R018","M","fishing",36,29,69
"R015","M","fishing",45,12,31
"R016","M","fishing",47,10,26
"R017","M","fishing",49,2,11
"R016","M","fishing",39,28,55
"R016","F","fishing",17,2,31
"R017","F","fishing",18,8,63
"R018","F","fishing",20,14,86
"R015","F","fishing",43,12,27
"R015S","F","fishing",44,9,20
"R015","F","fishing",48,2,7
"R015S","F","fishing",49,1,4
"R015S","F","fishing",17,4,31
"R017","F","fishing",20,12,71
"R018","F","fishing",40,35,57
"R017","F","fishing",21,30,89
"R018","F","fishing",23,28,90
"R017","M","fishing",44,14,29
"R018","M","fishing",42,36,70
"R015S","M","fishing",48,5,18
"R017","M","fishing",48,13,32
"R017","F","fishing",41,19,40
"R018","F","fishing",43,25,44
"R016","F","fishing",45,6,19
"R017","F","inland",18,14,342
"R017","M","fishing",40,30,54
"R017","M","fishing",23,8,65
"R015S","M","fishing",18,1,37
"R016","M","fishing",19,0,35
"R017","M","fishing",21,1,66
"R018","F","fishing",26,41,86
"R015S","M","fishing",43,14,38
"R016","M","fishing",44,16,29
"R017","M","fishing",46,13,40
"R018","M","fishing",47,18,32
"R015","M","fishing",43,13,41
"R015","F","fishing",47,5,11
"R015S","F","fishing",48,5,12
"R018","F","fishing",49,3,9
"R016","M","fishing",28,27,71
"R018","M","fishing",48,12,40
"R016","M","fishing",42,14,37
"R015S","F","fishing",16,1,29
"R015S","M","fishing",15,0,19
"R016","M","fishing",16,0,27
"R018","M","fishing",20,1,68
"R017","M","fishing",30,32,76
"R016","F","inland",16,1,282
"R016","F","fishing",18,7,44
"R016","F","fishing",16,1,16
"R018","F","fishing",19,10,64
"R015S","M","fishing",16,0,25
"R016","M","fishing",17,0,27
"R017","M","fishing",18,0,42
"R016","M","inland",15,1,280
"R017","M","inland",17,1,286
"R018","M","inland",18,2,309
"R018","M","inland",19,4,239
"R017","M","fishing",19,1,44
"R017","M","fishing",17,0,28
"R018","M","fishing",19,2,54
"R017","M","inland",16,0,350
"R018","F","fishing",21,14,74
"R017","F","inland",16,5,343
"R016","F","fishing",15,2,14
"R018","M","inland",17,1,322
"R017","F","fishing",17,2,34
"R017","M","fishing",15,1,24
"R018","M","fishing",16,0,40
"R017","F","fishing",16,1,20
"R018","F","fishing",18,7,67
"R017","F","fishing",15,1,18
"R018","F","fishing",17,3,40
"R018","M","fishing",17,0,48
"R017","M","fishing",16,0,24
"R018","M","fishing",18,0,50
"R018","F","inland",15,2,326
"R018","M","inland",15,4,315
"R018","F","fishing",46,4,12
"R018","M","fishing",15,0,31
"R018","M","fishing",41,23,57
"R016","F","fishing",49,6,13
"R015S","F","fishing",42,17,31
"R016","F","fishing",43,11,20
"R015","F","fishing",41,11,17
"R015S","M","fishing",45,12,21
"R016","M","fishing",46,11,24
"R015S","M","fishing",49,4,15
"R015","M","fishing",15,0,14
"R016","M","fishing",49,7,18
"R015S","F","fishing",47,6,9
"R017","F","fishing",49,1,6
"R016","F","fishing",48,3,7
"R018","F","fishing",48,6,12
"R016","M","fishing",15,0,16
"R018","F","fishing",16,3,24
"R018","F","fishing",15,0,25
"R017","F","fishing",45,8,12
