"ROUND","LOC_LABEL","SEX_LABEL","AGE_LABEL","N","HIV_N","VLNS_N","ARV_N","LOC","SEX","AGE","ROW_ID","NONVLNS","EMPIRICAL_NONVLNS_IN_HIV","EMPIRICAL_VLNS_IN_HIV"
15,"inland","M",32,12,12,7,0,0,1,18,346,5,0.416666666666667,0.583333333333333
15.5,"inland","M",32,0,0,0,0,0,1,18,347,0,NA,NA
16,"inland","M",32,147,26,12,0,0,1,18,348,14,0.538461538461538,0.461538461538462
17,"inland","M",32,174,17,5,0,0,1,18,349,12,0.705882352941177,0.294117647058823
18,"inland","M",32,180,31,12,0,0,1,18,350,19,0.612903225806452,0.387096774193548
15,"fishing","F",32,66,66,40,0,1,0,18,351,26,0.393939393939394,0.606060606060606
15.5,"fishing","F",32,0,0,0,0,1,0,18,352,0,NA,NA
16,"fishing","F",32,67,36,16,0,1,0,18,353,20,0.555555555555556,0.444444444444444
17,"fishing","F",32,81,41,11,0,1,0,18,354,30,0.731707317073171,0.268292682926829
18,"fishing","F",32,87,43,7,0,1,0,18,355,36,0.837209302325581,0.162790697674419
15,"inland","F",32,11,11,7,0,0,0,18,356,4,0.363636363636364,0.636363636363636
15.5,"inland","F",32,0,0,0,0,0,0,18,357,0,NA,NA
16,"inland","F",32,232,47,18,0,0,0,18,358,29,0.617021276595745,0.382978723404255
17,"inland","F",32,275,54,16,0,0,0,18,359,38,0.703703703703704,0.296296296296296
18,"inland","F",32,255,58,12,0,0,0,18,360,46,0.793103448275862,0.206896551724138
15,"fishing","M",33,39,39,26,0,1,1,19,361,13,0.333333333333333,0.666666666666667
15.5,"fishing","M",33,0,0,0,0,1,1,19,362,0,NA,NA
16,"fishing","M",33,85,32,22,0,1,1,19,363,10,0.3125,0.6875
17,"fishing","M",33,103,46,18,0,1,1,19,364,28,0.608695652173913,0.391304347826087
18,"fishing","M",33,95,39,16,0,1,1,19,365,23,0.58974358974359,0.41025641025641
15,"inland","M",33,3,3,3,0,0,1,19,366,0,0,1
15.5,"inland","M",33,0,0,0,0,0,1,19,367,0,NA,NA
16,"inland","M",33,175,22,11,0,0,1,19,368,11,0.5,0.5
17,"inland","M",33,181,19,8,0,0,1,19,369,11,0.578947368421053,0.421052631578947
18,"inland","M",33,170,23,9,0,0,1,19,370,14,0.608695652173913,0.391304347826087
15,"fishing","F",33,37,37,19,0,1,0,19,371,18,0.486486486486487,0.513513513513513
15.5,"fishing","F",33,0,0,0,0,1,0,19,372,0,NA,NA
16,"fishing","F",33,75,40,17,0,1,0,19,373,23,0.575,0.425
17,"fishing","F",33,75,34,9,0,1,0,19,374,25,0.735294117647059,0.264705882352941
18,"fishing","F",33,72,39,6,0,1,0,19,375,33,0.846153846153846,0.153846153846154
15,"inland","F",33,9,9,6,0,0,0,19,376,3,0.333333333333333,0.666666666666667
15.5,"inland","F",33,0,0,0,0,0,0,19,377,0,NA,NA
16,"inland","F",33,250,49,21,0,0,0,19,378,28,0.571428571428571,0.428571428571429
17,"inland","F",33,260,43,12,0,0,0,19,379,31,0.720930232558139,0.279069767441861
18,"inland","F",33,284,54,9,0,0,0,19,380,45,0.833333333333333,0.166666666666667
15,"fishing","M",34,28,28,21,0,1,1,20,381,7,0.25,0.75
15.5,"fishing","M",34,0,0,0,0,1,1,20,382,0,NA,NA
16,"fishing","M",34,91,42,26,0,1,1,20,383,16,0.380952380952381,0.619047619047619
17,"fishing","M",34,69,27,16,0,1,1,20,384,11,0.407407407407407,0.592592592592593
18,"fishing","M",34,110,54,22,0,1,1,20,385,32,0.592592592592593,0.407407407407407
15,"inland","M",34,9,9,6,0,0,1,20,386,3,0.333333333333333,0.666666666666667
15.5,"inland","M",34,0,0,0,0,0,1,20,387,0,NA,NA
16,"inland","M",34,207,33,15,0,0,1,20,388,18,0.545454545454545,0.454545454545455
17,"inland","M",34,154,28,10,0,0,1,20,389,18,0.642857142857143,0.357142857142857
18,"inland","M",34,154,18,6,0,0,1,20,390,12,0.666666666666667,0.333333333333333
15,"fishing","F",34,33,33,17,0,1,0,20,391,16,0.484848484848485,0.515151515151515
15.5,"fishing","F",34,0,0,0,0,1,0,20,392,0,NA,NA
16,"fishing","F",34,84,49,15,0,1,0,20,393,34,0.693877551020408,0.306122448979592
17,"fishing","F",34,70,37,10,0,1,0,20,394,27,0.72972972972973,0.27027027027027
18,"fishing","F",34,79,41,2,0,1,0,20,395,39,0.951219512195122,0.0487804878048781
15,"inland","F",34,11,11,3,0,0,0,20,396,8,0.727272727272727,0.272727272727273
15.5,"inland","F",34,0,0,0,0,0,0,20,397,0,NA,NA
16,"inland","F",34,289,59,15,0,0,0,20,398,44,0.745762711864407,0.254237288135593
17,"inland","F",34,211,48,15,0,0,0,20,399,33,0.6875,0.3125
18,"inland","F",34,243,46,10,0,0,0,20,400,36,0.782608695652174,0.217391304347826
15,"fishing","M",35,31,31,27,0,1,1,21,401,4,0.129032258064516,0.870967741935484
15.5,"fishing","M",35,3,3,3,0,1,1,21,402,0,0,1
16,"fishing","M",35,67,24,14,0,1,1,21,403,10,0.416666666666667,0.583333333333333
17,"fishing","M",35,110,53,23,0,1,1,21,404,30,0.566037735849057,0.433962264150943
18,"fishing","M",35,87,47,13,0,1,1,21,405,34,0.723404255319149,0.276595744680851
15,"inland","M",35,5,5,4,0,0,1,21,406,1,0.2,0.8
15.5,"inland","M",35,0,0,0,0,0,1,21,407,0,NA,NA
16,"inland","M",35,162,23,13,0,0,1,21,408,10,0.434782608695652,0.565217391304348
17,"inland","M",35,200,32,12,0,0,1,21,409,20,0.625,0.375
18,"inland","M",35,173,30,12,0,0,1,21,410,18,0.6,0.4
15,"fishing","F",35,43,43,26,0,1,0,21,411,17,0.395348837209302,0.604651162790698
15.5,"fishing","F",35,0,0,0,0,1,0,21,412,0,NA,NA
16,"fishing","F",35,64,34,14,0,1,0,21,413,20,0.588235294117647,0.411764705882353
17,"fishing","F",35,85,54,16,0,1,0,21,414,38,0.703703703703704,0.296296296296296
18,"fishing","F",35,69,38,8,0,1,0,21,415,30,0.789473684210526,0.210526315789474
15,"inland","F",35,13,13,5,0,0,0,21,416,8,0.615384615384615,0.384615384615385
15.5,"inland","F",35,0,0,0,0,0,0,21,417,0,NA,NA
16,"inland","F",35,248,61,18,0,0,0,21,418,43,0.704918032786885,0.295081967213115
17,"inland","F",35,265,49,10,0,0,0,21,419,39,0.795918367346939,0.204081632653061
18,"inland","F",35,251,56,11,0,0,0,21,420,45,0.803571428571429,0.196428571428571
15,"fishing","M",36,22,22,19,0,1,1,22,421,3,0.136363636363636,0.863636363636364
15.5,"fishing","M",36,1,1,1,0,1,1,22,422,0,0,1
16,"fishing","M",36,72,34,19,0,1,1,22,423,15,0.441176470588235,0.558823529411765
17,"fishing","M",36,79,38,16,0,1,1,22,424,22,0.578947368421053,0.421052631578947
18,"fishing","M",36,69,30,9,0,1,1,22,425,21,0.7,0.3
15,"inland","M",36,4,4,1,0,0,1,22,426,3,0.75,0.25
15.5,"inland","M",36,0,0,0,0,0,1,22,427,0,NA,NA
16,"inland","M",36,153,28,10,0,0,1,22,428,18,0.642857142857143,0.357142857142857
17,"inland","M",36,214,32,10,0,0,1,22,429,22,0.6875,0.3125
18,"inland","M",36,143,19,6,0,0,1,22,430,13,0.684210526315789,0.315789473684211
15,"fishing","F",36,31,31,16,0,1,0,22,431,15,0.483870967741935,0.516129032258065
15.5,"fishing","F",36,0,0,0,0,1,0,22,432,0,NA,NA
16,"fishing","F",36,51,31,10,0,1,0,22,433,21,0.67741935483871,0.32258064516129
17,"fishing","F",36,68,38,6,0,1,0,22,434,32,0.842105263157895,0.157894736842105
18,"fishing","F",36,72,42,5,0,1,0,22,435,37,0.880952380952381,0.119047619047619
15,"inland","F",36,10,10,2,0,0,0,22,436,8,0.8,0.2
15.5,"inland","F",36,0,0,0,0,0,0,22,437,0,NA,NA
16,"inland","F",36,256,58,14,0,0,0,22,438,44,0.758620689655172,0.241379310344828
17,"inland","F",36,310,81,15,0,0,0,22,439,66,0.814814814814815,0.185185185185185
18,"inland","F",36,200,38,10,0,0,0,22,440,28,0.736842105263158,0.263157894736842
15,"fishing","M",37,23,23,11,0,1,1,23,441,12,0.521739130434783,0.478260869565217
15.5,"fishing","M",37,0,0,0,0,1,1,23,442,0,NA,NA
16,"fishing","M",37,59,15,8,0,1,1,23,443,7,0.466666666666667,0.533333333333333
17,"fishing","M",37,61,23,7,0,1,1,23,444,16,0.695652173913043,0.304347826086957
18,"fishing","M",37,110,51,11,0,1,1,23,445,40,0.784313725490196,0.215686274509804
15,"inland","M",37,7,7,7,0,0,1,23,446,0,0,1
15.5,"inland","M",37,0,0,0,0,0,1,23,447,0,NA,NA
16,"inland","M",37,165,28,12,0,0,1,23,448,16,0.571428571428571,0.428571428571429
17,"inland","M",37,147,19,3,0,0,1,23,449,16,0.842105263157895,0.157894736842105
18,"inland","M",37,209,38,7,0,0,1,23,450,31,0.815789473684211,0.184210526315789
15,"fishing","F",37,35,35,22,0,1,0,23,451,13,0.371428571428571,0.628571428571429
15.5,"fishing","F",37,0,0,0,0,1,0,23,452,0,NA,NA
16,"fishing","F",37,52,34,12,0,1,0,23,453,22,0.647058823529412,0.352941176470588
17,"fishing","F",37,57,33,10,0,1,0,23,454,23,0.696969696969697,0.303030303030303
18,"fishing","F",37,87,52,6,0,1,0,23,455,46,0.884615384615385,0.115384615384615
15,"inland","F",37,8,8,1,0,0,0,23,456,7,0.875,0.125
15.5,"inland","F",37,0,0,0,0,0,0,23,457,0,NA,NA
16,"inland","F",37,194,37,7,0,0,0,23,458,30,0.810810810810811,0.189189189189189
17,"inland","F",37,217,48,14,0,0,0,23,459,34,0.708333333333333,0.291666666666667
18,"inland","F",37,263,59,3,0,0,0,23,460,56,0.949152542372881,0.0508474576271186
15,"fishing","M",38,31,31,22,0,1,1,24,461,9,0.290322580645161,0.709677419354839
15.5,"fishing","M",38,0,0,0,0,1,1,24,462,0,NA,NA
16,"fishing","M",38,72,29,16,0,1,1,24,463,13,0.448275862068966,0.551724137931034
17,"fishing","M",38,76,33,17,0,1,1,24,464,16,0.484848484848485,0.515151515151515
18,"fishing","M",38,73,30,8,0,1,1,24,465,22,0.733333333333333,0.266666666666667
15,"inland","M",38,4,4,3,0,0,1,24,466,1,0.25,0.75
15.5,"inland","M",38,0,0,0,0,0,1,24,467,0,NA,NA
16,"inland","M",38,160,30,11,0,0,1,24,468,19,0.633333333333333,0.366666666666667
17,"inland","M",38,170,29,5,0,0,1,24,469,24,0.827586206896552,0.172413793103448
18,"inland","M",38,169,26,7,0,0,1,24,470,19,0.730769230769231,0.269230769230769
15,"fishing","F",38,25,25,13,0,1,0,24,471,12,0.48,0.52
15.5,"fishing","F",38,0,0,0,0,1,0,24,472,0,NA,NA
16,"fishing","F",38,42,28,18,0,1,0,24,473,10,0.357142857142857,0.642857142857143
17,"fishing","F",38,58,37,4,0,1,0,24,474,33,0.891891891891892,0.108108108108108
18,"fishing","F",38,51,31,7,0,1,0,24,475,24,0.774193548387097,0.225806451612903
15,"inland","F",38,10,10,5,0,0,0,24,476,5,0.5,0.5
15.5,"inland","F",38,0,0,0,0,0,0,24,477,0,NA,NA
16,"inland","F",38,218,58,15,0,0,0,24,478,43,0.741379310344828,0.258620689655172
17,"inland","F",38,226,65,7,0,0,0,24,479,58,0.892307692307692,0.107692307692308
18,"inland","F",38,244,64,7,0,0,0,24,480,57,0.890625,0.109375
15,"fishing","M",39,26,26,23,0,1,1,25,481,3,0.115384615384615,0.884615384615385
15.5,"fishing","M",39,0,0,0,0,1,1,25,482,0,NA,NA
16,"fishing","M",39,55,27,11,0,1,1,25,483,16,0.592592592592593,0.407407407407407
17,"fishing","M",39,64,24,7,0,1,1,25,484,17,0.708333333333333,0.291666666666667
18,"fishing","M",39,71,31,4,0,1,1,25,485,27,0.870967741935484,0.129032258064516
15,"inland","M",39,6,6,1,0,0,1,25,486,5,0.833333333333333,0.166666666666667
15.5,"inland","M",39,0,0,0,0,0,1,25,487,0,NA,NA
16,"inland","M",39,170,35,18,0,0,1,25,488,17,0.485714285714286,0.514285714285714
17,"inland","M",39,169,32,5,0,0,1,25,489,27,0.84375,0.15625
18,"inland","M",39,141,21,2,0,0,1,25,490,19,0.904761904761905,0.0952380952380952
15,"fishing","F",39,28,28,17,0,1,0,25,491,11,0.392857142857143,0.607142857142857
15.5,"fishing","F",39,0,0,0,0,1,0,25,492,0,NA,NA
16,"fishing","F",39,46,24,7,0,1,0,25,493,17,0.708333333333333,0.291666666666667
17,"fishing","F",39,57,35,4,0,1,0,25,494,31,0.885714285714286,0.114285714285714
18,"fishing","F",39,55,29,3,0,1,0,25,495,26,0.896551724137931,0.103448275862069
15,"inland","F",39,11,11,6,0,0,0,25,496,5,0.454545454545455,0.545454545454545
15.5,"inland","F",39,0,0,0,0,0,0,25,497,0,NA,NA
16,"inland","F",39,192,60,14,0,0,0,25,498,46,0.766666666666667,0.233333333333333
17,"inland","F",39,212,43,5,0,0,0,25,499,38,0.883720930232558,0.116279069767442
18,"inland","F",39,224,50,3,0,0,0,25,500,47,0.94,0.0600000000000001
15,"fishing","M",40,19,19,12,0,1,1,26,501,7,0.368421052631579,0.631578947368421
15.5,"fishing","M",40,1,1,1,0,1,1,26,502,0,0,1
16,"fishing","M",40,59,28,16,0,1,1,26,503,12,0.428571428571429,0.571428571428571
17,"fishing","M",40,56,30,9,0,1,1,26,504,21,0.7,0.3
18,"fishing","M",40,77,28,5,0,1,1,26,505,23,0.821428571428571,0.178571428571429
15,"inland","M",40,7,7,4,0,0,1,26,506,3,0.428571428571429,0.571428571428571
15.5,"inland","M",40,0,0,0,0,0,1,26,507,0,NA,NA
16,"inland","M",40,160,28,16,0,0,1,26,508,12,0.428571428571429,0.571428571428571
17,"inland","M",40,151,31,9,0,0,1,26,509,22,0.709677419354839,0.290322580645161
18,"inland","M",40,168,30,2,0,0,1,26,510,28,0.933333333333333,0.0666666666666667
15,"fishing","F",40,16,16,4,0,1,0,26,511,12,0.75,0.25
15.5,"fishing","F",40,0,0,0,0,1,0,26,512,0,NA,NA
16,"fishing","F",40,41,22,6,0,1,0,26,513,16,0.727272727272727,0.272727272727273
17,"fishing","F",40,45,24,4,0,1,0,26,514,20,0.833333333333333,0.166666666666667
18,"fishing","F",40,58,37,3,0,1,0,26,515,34,0.918918918918919,0.081081081081081
15,"inland","F",40,7,7,1,0,0,0,26,516,6,0.857142857142857,0.142857142857143
15.5,"inland","F",40,0,0,0,0,0,0,26,517,0,NA,NA
16,"inland","F",40,190,41,10,0,0,0,26,518,31,0.75609756097561,0.24390243902439
17,"inland","F",40,224,71,8,0,0,0,26,519,63,0.887323943661972,0.112676056338028
18,"inland","F",40,211,51,2,0,0,0,26,520,49,0.96078431372549,0.0392156862745098
15,"fishing","M",41,15,15,11,0,1,1,27,521,4,0.266666666666667,0.733333333333333
15.5,"fishing","M",41,0,0,0,0,1,1,27,522,0,NA,NA
16,"fishing","M",41,55,19,7,0,1,1,27,523,12,0.631578947368421,0.368421052631579
17,"fishing","M",41,59,30,14,0,1,1,27,524,16,0.533333333333333,0.466666666666667
18,"fishing","M",41,58,24,3,0,1,1,27,525,21,0.875,0.125
15,"inland","M",41,3,3,1,0,0,1,27,526,2,0.666666666666667,0.333333333333333
15.5,"inland","M",41,0,0,0,0,0,1,27,527,0,NA,NA
16,"inland","M",41,128,21,7,0,0,1,27,528,14,0.666666666666667,0.333333333333333
17,"inland","M",41,172,33,9,0,0,1,27,529,24,0.727272727272727,0.272727272727273
18,"inland","M",41,165,30,4,0,0,1,27,530,26,0.866666666666667,0.133333333333333
15,"fishing","F",41,11,11,4,0,1,0,27,531,7,0.636363636363636,0.363636363636364
15.5,"fishing","F",41,0,0,0,0,1,0,27,532,0,NA,NA
16,"fishing","F",41,40,24,6,0,1,0,27,533,18,0.75,0.25
17,"fishing","F",41,40,19,3,0,1,0,27,534,16,0.842105263157895,0.157894736842105
18,"fishing","F",41,48,28,1,0,1,0,27,535,27,0.964285714285714,0.0357142857142857
15,"inland","F",41,6,6,2,0,0,0,27,536,4,0.666666666666667,0.333333333333333
15.5,"inland","F",41,0,0,0,0,0,0,27,537,0,NA,NA
16,"inland","F",41,163,39,15,0,0,0,27,538,24,0.615384615384615,0.384615384615385
17,"inland","F",41,187,48,8,0,0,0,27,539,40,0.833333333333333,0.166666666666667
18,"inland","F",41,202,54,4,0,0,0,27,540,50,0.925925925925926,0.0740740740740741
15,"fishing","M",42,19,19,13,0,1,1,28,541,6,0.315789473684211,0.684210526315789
15.5,"fishing","M",42,0,0,0,0,1,1,28,542,0,NA,NA
16,"fishing","M",42,37,15,9,0,1,1,28,543,6,0.4,0.6
17,"fishing","M",42,48,22,9,0,1,1,28,544,13,0.590909090909091,0.409090909090909
18,"fishing","M",42,70,35,6,0,1,1,28,545,29,0.828571428571429,0.171428571428571
15,"inland","M",42,6,6,4,0,0,1,28,546,2,0.333333333333333,0.666666666666667
15.5,"inland","M",42,0,0,0,0,0,1,28,547,0,NA,NA
16,"inland","M",42,132,27,9,0,0,1,28,548,18,0.666666666666667,0.333333333333333
17,"inland","M",42,145,28,10,0,0,1,28,549,18,0.642857142857143,0.357142857142857
18,"inland","M",42,163,27,4,0,0,1,28,550,23,0.851851851851852,0.148148148148148
15,"fishing","F",42,14,14,9,0,1,0,28,551,5,0.357142857142857,0.642857142857143
15.5,"fishing","F",42,0,0,0,0,1,0,28,552,0,NA,NA
16,"fishing","F",42,28,12,6,0,1,0,28,553,6,0.5,0.5
17,"fishing","F",42,37,22,1,0,1,0,28,554,21,0.954545454545455,0.0454545454545454
18,"fishing","F",42,53,27,2,0,1,0,28,555,25,0.925925925925926,0.0740740740740741
15,"inland","F",42,7,7,3,0,0,0,28,556,4,0.571428571428571,0.428571428571429
15.5,"inland","F",42,0,0,0,0,0,0,28,557,0,NA,NA
16,"inland","F",42,149,39,10,0,0,0,28,558,29,0.743589743589744,0.256410256410256
17,"inland","F",42,182,45,4,0,0,0,28,559,41,0.911111111111111,0.0888888888888889
18,"inland","F",42,185,55,5,0,0,0,28,560,50,0.909090909090909,0.0909090909090909
15,"fishing","M",43,14,14,11,0,1,1,29,561,3,0.214285714285714,0.785714285714286
15.5,"fishing","M",43,0,0,0,0,1,1,29,562,0,NA,NA
16,"fishing","M",43,41,18,10,0,1,1,29,563,8,0.444444444444444,0.555555555555556
17,"fishing","M",43,48,14,5,0,1,1,29,564,9,0.642857142857143,0.357142857142857
18,"fishing","M",43,68,34,4,0,1,1,29,565,30,0.882352941176471,0.117647058823529
15,"inland","M",43,1,1,1,0,0,1,29,566,0,0,1
15.5,"inland","M",43,0,0,0,0,0,1,29,567,0,NA,NA
16,"inland","M",43,104,16,5,0,0,1,29,568,11,0.6875,0.3125
17,"inland","M",43,122,16,5,0,0,1,29,569,11,0.6875,0.3125
18,"inland","M",43,149,18,7,0,0,1,29,570,11,0.611111111111111,0.388888888888889
15,"fishing","F",43,10,10,7,0,1,0,29,571,3,0.3,0.7
15.5,"fishing","F",43,0,0,0,0,1,0,29,572,0,NA,NA
16,"fishing","F",43,19,11,2,0,1,0,29,573,9,0.818181818181818,0.181818181818182
17,"fishing","F",43,40,16,3,0,1,0,29,574,13,0.8125,0.1875
18,"fishing","F",43,44,26,4,0,1,0,29,575,22,0.846153846153846,0.153846153846154
15,"inland","F",43,2,2,0,0,0,0,29,576,2,1,0
15.5,"inland","F",43,0,0,0,0,0,0,29,577,0,NA,NA
16,"inland","F",43,106,26,7,0,0,0,29,578,19,0.730769230769231,0.269230769230769
17,"inland","F",43,149,40,5,0,0,0,29,579,35,0.875,0.125
18,"inland","F",43,176,42,2,0,0,0,29,580,40,0.952380952380952,0.0476190476190477
15,"fishing","M",44,7,7,5,0,1,1,30,581,2,0.285714285714286,0.714285714285714
15.5,"fishing","M",44,0,0,0,0,1,1,30,582,0,NA,NA
16,"fishing","M",44,30,16,10,0,1,1,30,583,6,0.375,0.625
17,"fishing","M",44,30,15,4,0,1,1,30,584,11,0.733333333333333,0.266666666666667
18,"fishing","M",44,56,26,5,0,1,1,30,585,21,0.807692307692308,0.192307692307692
15,"inland","M",44,2,2,1,0,0,1,30,586,1,0.5,0.5
15.5,"inland","M",44,0,0,0,0,0,1,30,587,0,NA,NA
16,"inland","M",44,112,18,7,0,0,1,30,588,11,0.611111111111111,0.388888888888889
17,"inland","M",44,121,23,4,0,0,1,30,589,19,0.826086956521739,0.173913043478261
18,"inland","M",44,134,23,5,0,0,1,30,590,18,0.782608695652174,0.217391304347826
15,"fishing","F",44,5,5,3,0,1,0,30,591,2,0.4,0.6
15.5,"fishing","F",44,0,0,0,0,1,0,30,592,0,NA,NA
16,"fishing","F",44,23,14,4,0,1,0,30,593,10,0.714285714285714,0.285714285714286
17,"fishing","F",44,16,6,0,0,1,0,30,594,6,1,0
18,"fishing","F",44,31,15,0,0,1,0,30,595,15,1,0
15,"inland","F",44,3,3,2,0,0,0,30,596,1,0.333333333333333,0.666666666666667
15.5,"inland","F",44,0,0,0,0,0,0,30,597,0,NA,NA
16,"inland","F",44,120,29,5,0,0,0,30,598,24,0.827586206896552,0.172413793103448
17,"inland","F",44,146,29,3,0,0,0,30,599,26,0.896551724137931,0.103448275862069
18,"inland","F",44,164,42,5,0,0,0,30,600,37,0.880952380952381,0.119047619047619
15,"fishing","M",45,19,19,12,0,1,1,31,601,7,0.368421052631579,0.631578947368421
15.5,"fishing","M",45,0,0,0,0,1,1,31,602,0,NA,NA
16,"fishing","M",45,35,15,10,0,1,1,31,603,5,0.333333333333333,0.666666666666667
17,"fishing","M",45,35,20,8,0,1,1,31,604,12,0.6,0.4
18,"fishing","M",45,54,24,5,0,1,1,31,605,19,0.791666666666667,0.208333333333333
15,"inland","M",45,8,8,2,0,0,1,31,606,6,0.75,0.25
15.5,"inland","M",45,0,0,0,0,0,1,31,607,0,NA,NA
16,"inland","M",45,102,15,3,0,0,1,31,608,12,0.8,0.2
17,"inland","M",45,128,24,9,0,0,1,31,609,15,0.625,0.375
18,"inland","M",45,147,23,3,0,0,1,31,610,20,0.869565217391304,0.130434782608696
15,"fishing","F",45,9,9,4,0,1,0,31,611,5,0.555555555555556,0.444444444444444
15.5,"fishing","F",45,1,1,1,0,1,0,31,612,0,0,1
16,"fishing","F",45,19,5,2,0,1,0,31,613,3,0.6,0.4
17,"fishing","F",45,12,8,2,0,1,0,31,614,6,0.75,0.25
18,"fishing","F",45,31,12,1,0,1,0,31,615,11,0.916666666666667,0.0833333333333334
15,"inland","F",45,5,5,3,0,0,0,31,616,2,0.4,0.6
15.5,"inland","F",45,0,0,0,0,0,0,31,617,0,NA,NA
16,"inland","F",45,104,18,4,0,0,0,31,618,14,0.777777777777778,0.222222222222222
17,"inland","F",45,118,35,4,0,0,0,31,619,31,0.885714285714286,0.114285714285714
18,"inland","F",45,133,39,4,0,0,0,31,620,35,0.897435897435897,0.102564102564103
15,"fishing","M",46,5,5,5,0,1,1,32,621,0,0,1
15.5,"fishing","M",46,0,0,0,0,1,1,32,622,0,NA,NA
16,"fishing","M",46,23,10,6,0,1,1,32,623,4,0.4,0.6
17,"fishing","M",46,36,10,4,0,1,1,32,624,6,0.6,0.4
18,"fishing","M",46,44,24,5,0,1,1,32,625,19,0.791666666666667,0.208333333333333
15,"inland","M",46,7,7,4,0,0,1,32,626,3,0.428571428571429,0.571428571428571
15.5,"inland","M",46,0,0,0,0,0,1,32,627,0,NA,NA
16,"inland","M",46,103,17,7,0,0,1,32,628,10,0.588235294117647,0.411764705882353
17,"inland","M",46,114,18,5,0,0,1,32,629,13,0.722222222222222,0.277777777777778
18,"inland","M",46,112,21,5,0,0,1,32,630,16,0.761904761904762,0.238095238095238
15,"fishing","F",46,4,4,4,0,1,0,32,631,0,0,1
15.5,"fishing","F",46,0,0,0,0,1,0,32,632,0,NA,NA
16,"fishing","F",46,12,5,1,0,1,0,32,633,4,0.8,0.2
17,"fishing","F",46,19,7,0,0,1,0,32,634,7,1,0
18,"fishing","F",46,11,3,0,0,1,0,32,635,3,1,0
15,"inland","F",46,4,4,2,0,0,0,32,636,2,0.5,0.5
15.5,"inland","F",46,0,0,0,0,0,0,32,637,0,NA,NA
16,"inland","F",46,82,23,4,0,0,0,32,638,19,0.826086956521739,0.173913043478261
17,"inland","F",46,125,24,1,0,0,0,32,639,23,0.958333333333333,0.0416666666666666
18,"inland","F",46,137,37,2,0,0,0,32,640,35,0.945945945945946,0.0540540540540541
15,"fishing","M",47,5,5,1,0,1,1,33,641,4,0.8,0.2
15.5,"fishing","M",47,0,0,0,0,1,1,33,642,0,NA,NA
16,"fishing","M",47,27,11,1,0,1,1,33,643,10,0.909090909090909,0.0909090909090909
17,"fishing","M",47,31,12,3,0,1,1,33,644,9,0.75,0.25
18,"fishing","M",47,32,18,1,0,1,1,33,645,17,0.944444444444444,0.0555555555555556
15,"inland","M",47,5,5,2,0,0,1,33,646,3,0.6,0.4
15.5,"inland","M",47,0,0,0,0,0,1,33,647,0,NA,NA
16,"inland","M",47,98,25,9,0,0,1,33,648,16,0.64,0.36
17,"inland","M",47,110,20,8,0,0,1,33,649,12,0.6,0.4
18,"inland","M",47,120,21,4,0,0,1,33,650,17,0.80952380952381,0.19047619047619
15,"fishing","F",47,6,6,0,0,1,0,33,651,6,1,0
15.5,"fishing","F",47,0,0,0,0,1,0,33,652,0,NA,NA
16,"fishing","F",47,12,5,0,0,1,0,33,653,5,1,0
17,"fishing","F",47,14,6,2,0,1,0,33,654,4,0.666666666666667,0.333333333333333
18,"fishing","F",47,20,10,2,0,1,0,33,655,8,0.8,0.2
15,"inland","F",47,2,2,0,0,0,0,33,656,2,1,0
15.5,"inland","F",47,0,0,0,0,0,0,33,657,0,NA,NA
16,"inland","F",47,82,26,10,0,0,0,33,658,16,0.615384615384615,0.384615384615385
17,"inland","F",47,81,23,4,0,0,0,33,659,19,0.826086956521739,0.173913043478261
18,"inland","F",47,103,26,3,0,0,0,33,660,23,0.884615384615385,0.115384615384615
15,"fishing","M",48,6,6,3,0,1,1,34,661,3,0.5,0.5
15.5,"fishing","M",48,0,0,0,0,1,1,34,662,0,NA,NA
16,"fishing","M",48,14,2,2,0,1,1,34,663,0,0,1
17,"fishing","M",48,32,13,4,0,1,1,34,664,9,0.692307692307692,0.307692307692308
18,"fishing","M",48,39,12,3,0,1,1,34,665,9,0.75,0.25
15,"inland","M",48,1,1,1,0,0,1,34,666,0,0,1
15.5,"inland","M",48,0,0,0,0,0,1,34,667,0,NA,NA
16,"inland","M",48,72,18,8,0,0,1,34,668,10,0.555555555555556,0.444444444444444
17,"inland","M",48,91,21,5,0,0,1,34,669,16,0.761904761904762,0.238095238095238
18,"inland","M",48,97,16,2,0,0,1,34,670,14,0.875,0.125
15,"fishing","F",48,3,3,1,0,1,0,34,671,2,0.666666666666667,0.333333333333333
15.5,"fishing","F",48,0,0,0,0,1,0,34,672,0,NA,NA
16,"fishing","F",48,6,1,0,0,1,0,34,673,1,1,0
17,"fishing","F",48,12,4,0,0,1,0,34,674,4,1,0
18,"fishing","F",48,12,6,0,0,1,0,34,675,6,1,0
15,"inland","F",48,3,3,1,0,0,0,34,676,2,0.666666666666667,0.333333333333333
15.5,"inland","F",48,0,0,0,0,0,0,34,677,0,NA,NA
16,"inland","F",48,71,16,3,0,0,0,34,678,13,0.8125,0.1875
17,"inland","F",48,91,23,2,0,0,0,34,679,21,0.91304347826087,0.0869565217391305
18,"inland","F",48,105,21,2,0,0,0,34,680,19,0.904761904761905,0.0952380952380952
15,"fishing","M",49,4,4,2,0,1,1,35,681,2,0.5,0.5
15.5,"fishing","M",49,0,0,0,0,1,1,35,682,0,NA,NA
16,"fishing","M",49,19,7,2,0,1,1,35,683,5,0.714285714285714,0.285714285714286
