"ROUND","COMM","SEX","AGEYRS","PREVALENCE_SHARE_SEX_AND_AGE_CL","PREVALENCE_SHARE_SEX_AND_AGE_CU","PREVALENCE_SHARE_SEX_AND_AGE_M","PREVALENCE_SHARE_SEX_CL","PREVALENCE_SHARE_SEX_CU","PREVALENCE_SHARE_SEX_M"
"11","inland","F",15,0.00382662030700086,0.0135886818539443,0.00841311272571356,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",16,0.00515702742633167,0.0138812194782366,0.00939171491206852,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",17,0.00677885648314827,0.0144176531927767,0.0105267161081938,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",18,0.00874105310552001,0.0152114446884628,0.0118747637122016,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",19,0.0107254282390554,0.016350193675572,0.0134278328317563,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",20,0.0127509802376743,0.018034290827021,0.0152379615660138,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",21,0.0148479131947945,0.0202655535560555,0.0172343604420484,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",22,0.0172249930638708,0.023180285814708,0.0196968176782332,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",23,0.0198165547775363,0.0261091665776004,0.0224156417881479,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",24,0.022239530556472,0.0285811648828895,0.0249651308444821,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",25,0.02466732438075,0.0310125384745179,0.0275246343713808,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",26,0.0266369397397194,0.0329904290180409,0.0296077359059256,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",27,0.0278895188105735,0.0341034552047193,0.0308972170939108,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",28,0.0284927434955067,0.0346269678946804,0.0315493568696353,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",29,0.0281942230113336,0.0342197629517504,0.0312765164218094,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",30,0.0273727915960513,0.0332121659371714,0.030397175373439,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",31,0.0263082188104972,0.0319862506603884,0.0292635304189473,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",32,0.0248635943399107,0.0303674583131157,0.0276894153212352,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",33,0.0230035563707163,0.0281792406347222,0.0256402303250772,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",34,0.0207289531247534,0.0254820122602416,0.0231330140894434,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",35,0.018629807286319,0.0230354775045814,0.0207992954872509,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",36,0.01681910185984,0.0210079198636438,0.0188161438665854,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",37,0.0151660520724465,0.0191862404029258,0.0170131575829582,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",38,0.013780386322731,0.0176750892599486,0.0155280951279094,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",39,0.0125430133336493,0.0163391457221668,0.014212904383786,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",40,0.0115528639578987,0.0152685455016055,0.0131720692124289,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",41,0.0107472051179623,0.0143799851881634,0.0123134289408128,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",42,0.0101419694296437,0.0137295171771719,0.011686349860613,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",43,0.00945033501700066,0.0130083738553236,0.011010627761551,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",44,0.00852093313112894,0.0119396095761386,0.0100606160019327,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",45,0.00754695977813321,0.0108671690119012,0.00908243702900014,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",46,0.00650409072098423,0.00981357157982313,0.00805337116466887,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",47,0.00544353331747224,0.00884850921967018,0.00703574951972424,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",48,0.00440982045504832,0.00799371244825589,0.00606547534804967,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","F",49,0.00342396362191127,0.00720552731740626,0.00515885806045109,0.592257185327223,0.649899074981416,0.621619675979497
"11","inland","M",15,3.62585410756155e-05,0.0022768167646805,0.000370724914355416,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",16,7.1233932829558e-05,0.00199640256063951,0.000474269792438187,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",17,0.000139263259993625,0.00201910099095865,0.000647548652783292,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",18,0.000277140265884295,0.00227953272402768,0.000928381195623543,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",19,0.000532106270837639,0.00277507404216227,0.0013635504374259,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",20,0.000999553562668856,0.00357450178460495,0.00205501786488839,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",21,0.0017908845041371,0.00479858682198188,0.00309756845650052,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",22,0.00305080453006086,0.00658417464122492,0.00463735358952591,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",23,0.00483810113652589,0.00905115743119864,0.00674306479575555,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",24,0.00720999335412013,0.0122333067624876,0.00945801253774531,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",25,0.0100416145760625,0.0160636449445861,0.012778010349541,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",26,0.0128483756196347,0.0196087182916959,0.0159967039378952,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",27,0.0154316216737434,0.0226857285178604,0.018839592710147,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",28,0.0174060613923667,0.0248087176971792,0.0209222526408259,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",29,0.0180350369135638,0.0251720265590064,0.021443965125284,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",30,0.0177777042531824,0.0247795363765584,0.0211780074212709,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",31,0.0168975849506898,0.0237476683810079,0.0203227717184564,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",32,0.0159649556561651,0.0225178280442246,0.0191811237816817,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",33,0.0150332784705681,0.0213009870870619,0.0180680196384517,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",34,0.0139905778578799,0.0199849216694024,0.0168615397175691,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",35,0.0133260562513487,0.0190122085776791,0.0160189679750667,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",36,0.013187556444504,0.018774593018272,0.0158243336285061,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",37,0.0132002681524508,0.0187304036719317,0.0158155466650912,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",38,0.0129530657214347,0.0183252852881021,0.0155190266203729,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",39,0.0125974705544197,0.0178931573012106,0.0150766437772545,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",40,0.0118193503880169,0.0169700082195113,0.014233840402799,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",41,0.0107911368029364,0.0157412851445269,0.0130977481562441,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",42,0.00981697046981469,0.0146267609022159,0.0120556326724048,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",43,0.00863720595382272,0.0132976909428422,0.0107746514287544,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",44,0.007241717820806,0.0115978362513455,0.00922067941729083,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",45,0.00580699514038863,0.00969705859088447,0.00757461184258996,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",46,0.00441946119561971,0.00784055817458979,0.00596033595156719,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",47,0.00307587957453929,0.00621246543816206,0.00448575030778528,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",48,0.00194837843172036,0.0049712414250984,0.0032500354750642,0.350100925018584,0.407742814672777,0.378380324020503
"11","inland","M",49,0.00112096475585379,0.00405296439209852,0.00230283399983878,0.350100925018584,0.407742814672777,0.378380324020503
"12","inland","F",15,0.00274921456518024,0.0112875964994427,0.00629361590176792,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",16,0.00361283683732018,0.0110755176962083,0.00700294287675044,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",17,0.00464860119097668,0.0117094376659319,0.00806703962806688,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",18,0.006092290766929,0.0126734177250049,0.00955341763633392,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",19,0.00831938177490891,0.0139653456243771,0.0113444407227504,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",20,0.0110503480829318,0.0163730116452963,0.0134802847851928,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",21,0.0133287126496261,0.0202660844056057,0.0157934819136876,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",22,0.0156619061543588,0.0243751661892296,0.0183457939835739,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",23,0.0182024905730093,0.0271338912837047,0.0211250306455831,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",24,0.0207572746006409,0.0287034350443524,0.023811751522678,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",25,0.0232553947765165,0.0303294983568702,0.0263861936449338,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",26,0.0246824780278284,0.0320740505220804,0.0284004614308083,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",27,0.0248736916549131,0.0331209412857737,0.0296423941798624,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",28,0.0257475511613623,0.0336706306228987,0.0304026469534309,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",29,0.0266551709997358,0.0336709327548662,0.0305580361809859,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",30,0.0269641325895805,0.0333500813914253,0.0302838617344643,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",31,0.0263970844492895,0.0330092397271236,0.0296201489718705,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",32,0.0253039247719247,0.0321963435622194,0.0284464138888927,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",33,0.0240380910802223,0.0305004619984928,0.0269810528512619,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",34,0.0224049536271302,0.0280175764383286,0.0251755866420867,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",35,0.0203567601655875,0.0257565466540476,0.0232507201635506,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",36,0.0178958473603889,0.0234906767255555,0.0210716272506841,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",37,0.0158065780058249,0.0212652372335181,0.0189638998795486,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",38,0.014498539061891,0.0194700437913789,0.0171802670533779,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",39,0.0135596168200857,0.0178856212224779,0.0156239018032439,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",40,0.0127069445048953,0.0169571162078059,0.0145304839267876,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",41,0.0118179648963887,0.0162895350737112,0.0135979203948111,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",42,0.0109583240544893,0.0155845805611081,0.012727242864067,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",43,0.0101686188035159,0.0144242204722343,0.0118754124791194,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",44,0.00927949305034614,0.0131744185440129,0.0109335970249992,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",45,0.00834831122934323,0.0119657678427731,0.0100312220933792,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",46,0.00737436642337349,0.0109566906755188,0.00915132649862594,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",47,0.00648782231217488,0.010194607339903,0.00837864748364216,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",48,0.00566923105814636,0.00972353974188726,0.00768034097598139,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","F",49,0.00482441385988317,0.00958564355000125,0.00711484563535613,0.596672501711656,0.651937635912305,0.624657641696069
"12","inland","M",15,0.000241006144738543,0.00430384639568727,0.00117273905804075,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",16,0.000325038755818131,0.00311280104883226,0.00115652783271098,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",17,0.00044906330036416,0.00267869734297213,0.0012264633852565,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",18,0.000610767790459191,0.002690930376521,0.0014003721537529,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",19,0.000845985294214405,0.00301634848658009,0.00172493654054984,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",20,0.00121459591924839,0.00369754255159231,0.00227347195555825,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",21,0.00180965757225226,0.00472812424286271,0.00313030065651313,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",22,0.00282442710453692,0.00631937158178647,0.00442005556606,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",23,0.00442625525319161,0.00846433029961074,0.00627595326247246,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",24,0.00663658993586492,0.0114099637947268,0.00881379138063439,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",25,0.00951533481618451,0.0152705613844703,0.0120535363711852,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",26,0.0123961521985458,0.0192183385925941,0.0153742299944113,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",27,0.0151106908591482,0.0224651189932455,0.0183841372081677,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",28,0.01716104140781,0.0246747956698638,0.0205847998577869,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",29,0.0180108569611449,0.0253112939703947,0.021395780171247,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",30,0.0177933025856374,0.0249238940721071,0.0212240277992468,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",31,0.0167982290913735,0.0237256570384494,0.020246158311575,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",32,0.0154749417239199,0.0222052311026587,0.0188637559966573,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",33,0.0142282940462152,0.0203675557027322,0.0172259050989751,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",34,0.0128328461753927,0.018523756604268,0.0155399329763296,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",35,0.0117900782673837,0.0171983017927522,0.0142945473875551,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",36,0.0111052843911547,0.016450909305519,0.0135704663388573,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",37,0.0107238135255078,0.0158516684947492,0.0131159652222855,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",38,0.0105553119060796,0.015556832323139,0.0129416923998492,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",39,0.010525348734412,0.0154196406424641,0.012912362677678,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",40,0.0104300073710017,0.0153106672047024,0.0127586088557806,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",41,0.0101929905578992,0.0151806863574782,0.0125530045261544,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",42,0.00984771777348506,0.014804331433586,0.0121784818007409,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",43,0.00934472569450087,0.0141212321374201,0.0115639878926561,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",44,0.00862279532078695,0.0132018479995111,0.0107316903026578,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",45,0.00762412953412305,0.0119883742492186,0.00962476297506481,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",46,0.00646600358084188,0.0104683579070873,0.00828638198713779,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",47,0.00513496248315131,0.0087358746022026,0.00682206841831409,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",48,0.00371426318035058,0.00732322414374949,0.00538947186648554,0.348062364087696,0.403327498288344,0.375342358303931
"12","inland","M",49,0.00240883216692289,0.00625639061261874,0.00411632234877026,0.348062364087696,0.403327498288344,0.375342358303931
"13","inland","F",15,0.00124964972344637,0.00856442540453853,0.00367747575822948,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",16,0.00194445179523529,0.00852882534699525,0.00433096923393068,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",17,0.00296122098930647,0.0092048465794693,0.00538664752946561,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",18,0.0044354646938344,0.0101925862884906,0.00696469871016469,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",19,0.00649928127951826,0.0118143868161396,0.00905686040093139,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",20,0.00901984620715349,0.0146423271489722,0.0114984512313992,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",21,0.0112041786847874,0.0182701717191818,0.0141564498156793,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",22,0.0132501889730331,0.0219628324017465,0.0170102668201199,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",23,0.015383958939205,0.0244834971040721,0.0195297459038451,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",24,0.0177635662903179,0.025994924683635,0.0216348734647652,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",25,0.0202466170061601,0.0272776520232721,0.0236259837103164,0.584114142154683,0.636923233036301,0.610349547798097
"13","inland","F",26,0.0213131571510245,0.0285039280952845,0.0250650144093744,0.584114142154683,0.636923233036301,0.610349547798097
