"AGEYRS","SEX","COMM","ROUND","variable","CL","CU","M"
16,"F","inland","R013","PROP_ART_COVERAGE",0.00476553844000469,0.150593869727053,0.0326573250671706
16,"F","inland","R013","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.0115253062906417,0.275777621757934,0.0753389296349445
16,"F","inland","R013","PROP_DIAGNOSED",0.412416066175942,0.54860125962422,0.432990519738778
16,"F","inland","R013","PROP_SUPPRESSED",0.181294593394289,0.264625068415459,0.197232757181241
16,"F","inland","R013","PROP_SUPPRESSION_GIVEN_ART",1.75721009690601,38.0428351783913,6.03946457966795
16,"F","inland","R013","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.437248608628121,0.499816513373686,0.452475670275915
16,"F","inland","R014","PROP_ART_COVERAGE",0.01108271904301,0.131657363154186,0.043337523743868
16,"F","inland","R014","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.0247696450167426,0.24402590432155,0.0924271686993523
16,"F","inland","R014","PROP_DIAGNOSED",0.445217413746757,0.551201569728089,0.468288399863146
16,"F","inland","R014","PROP_SUPPRESSED",0.18490441088172,0.253804207516678,0.203335727853639
16,"F","inland","R014","PROP_SUPPRESSION_GIVEN_ART",1.92776312213787,16.6840296945873,4.69190938040125
16,"F","inland","R014","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.411659722532713,0.481854344035203,0.43191252288741
16,"F","inland","R015","PROP_ART_COVERAGE",0.209184127164436,0.844913399425795,0.476993192945784
16,"F","inland","R015","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.364219356030635,1,0.654537239903471
16,"F","inland","R015","PROP_DIAGNOSED",0.528660663204384,1,0.709000456989151
16,"F","inland","R015","PROP_SUPPRESSED",0.174638285601811,0.632927311951704,0.376629173097027
16,"F","inland","R015","PROP_SUPPRESSION_GIVEN_ART",0.50912258333603,1,0.812472506806935
16,"F","inland","R015","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.285358597134966,0.790004938112532,0.517845986788223
16,"F","inland","R016","PROP_ART_COVERAGE",0.382159455442848,0.608794908912344,0.489862266880289
16,"F","inland","R016","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.57866037907852,0.770631131721738,0.674219932850757
16,"F","inland","R016","PROP_DIAGNOSED",0.636738975995734,0.824712102564467,0.726644615445252
16,"F","inland","R016","PROP_SUPPRESSED",0.265639725810191,0.531521899904296,0.391743453219166
16,"F","inland","R016","PROP_SUPPRESSION_GIVEN_ART",0.523961345073167,1,0.815990947797632
16,"F","inland","R016","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.362268873760535,0.6961250244175,0.546316097106474
16,"F","inland","R017","PROP_ART_COVERAGE",0.592094900387164,0.79691874806541,0.692642049281813
16,"F","inland","R017","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.74684519657535,0.903048630107005,0.822496645987148
16,"F","inland","R017","PROP_DIAGNOSED",0.764976443049292,0.924536619044469,0.840287432780823
16,"F","inland","R017","PROP_SUPPRESSED",0.480206244949973,0.740773010726021,0.60304398571037
16,"F","inland","R017","PROP_SUPPRESSION_GIVEN_ART",0.682740845291036,1,0.88464443830005
16,"F","inland","R017","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.5680129716542,0.856529775085969,0.723932708139078
16,"F","inland","R018","PROP_ART_COVERAGE",0.617656817322059,0.864923950189308,0.741391591396285
16,"F","inland","R018","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.757452736215812,0.941615473081729,0.84750475725484
16,"F","inland","R018","PROP_DIAGNOSED",0.777514754476855,0.96194272114663,0.873673565415124
16,"F","inland","R018","PROP_SUPPRESSED",0.513645200039398,0.810013091041168,0.664026514152601
16,"F","inland","R018","PROP_SUPPRESSION_GIVEN_ART",0.693449575136533,1,0.91289849689691
16,"F","inland","R018","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.592959430333223,0.892547940782784,0.766560178056797
16,"M","fishing","R015","PROP_ART_COVERAGE",0.0813767318268253,0.802697399094832,0.230609369040886
16,"M","fishing","R015","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.152924348612135,1,0.379379067378858
16,"M","fishing","R015","PROP_DIAGNOSED",0.511602529037405,1,0.583876773084716
16,"M","fishing","R015","PROP_SUPPRESSED",0.0654011706297011,0.260084242096391,0.140852688175127
16,"M","fishing","R015","PROP_SUPPRESSION_GIVEN_ART",0.166073798264677,1,0.63098734910738
16,"M","fishing","R015","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.100575147871484,0.401894551377052,0.224237896811296
16,"M","fishing","R016","PROP_ART_COVERAGE",0.0500392826387549,0.472302967508516,0.16262541056316
16,"M","fishing","R016","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.116292167717337,0.606701222618072,0.313576050764108
16,"M","fishing","R016","PROP_DIAGNOSED",0.424615790869749,0.815597431490608,0.515308441597724
16,"M","fishing","R016","PROP_SUPPRESSED",0.0197146377313368,0.397328790707255,0.1015433892135
16,"M","fishing","R016","PROP_SUPPRESSION_GIVEN_ART",0.113395227107028,1,0.78382151608983
16,"M","fishing","R016","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.0379226529090381,0.540905579146424,0.199707192658163
16,"M","fishing","R017","PROP_ART_COVERAGE",0.136175440665519,0.542394875347266,0.33638141633163
16,"M","fishing","R017","PROP_ART_COVERAGE_GIVEN_DIAGNOSED",0.318397068714491,0.743583899204098,0.564580083243944
16,"M","fishing","R017","PROP_DIAGNOSED",0.411486683236673,0.78678047303224,0.59382258486749
16,"M","fishing","R017","PROP_SUPPRESSED",0.0551907773073226,0.469819993770251,0.238750452945219
16,"M","fishing","R017","PROP_SUPPRESSION_GIVEN_ART",0.192588288304239,1,0.804088525930704
16,"M","fishing","R017","PROP_SUPPRESSION_GIVEN_DIAGNOSED",0.100775125691037,0.678995608299216,0.423579242774409
16,"M","fishing","R018","PROP_ART_COVERAGE",0.233264006453675,0.749546228229425,0.478166642851766
