"AGEYRS","SEX","COMM","ROUND","PROP_UNSUPPRESSED_EMPIRICAL","PROP_ART_COVERAGE_EMPIRICAL","SUPPRESSION_RATE_EMPIRICAL","PROP_ART_COVERAGE_CL","PROP_ART_COVERAGE_CU","PROP_ART_COVERAGE_M","PROP_DIAGNOSED_CL","PROP_DIAGNOSED_CU","PROP_DIAGNOSED_M","PROP_SUPPRESSED_CL","PROP_SUPPRESSED_CU","PROP_SUPPRESSED_M","PROP_UNSUPPRESSED_CL","PROP_UNSUPPRESSED_CU","PROP_UNSUPPRESSED_M","SUPPRESSION_RATE_CL","SUPPRESSION_RATE_CU","SUPPRESSION_RATE_M"
15,"F","inland","R010",NA,NA,NA,0.000575509336533862,0.0890645972509279,0.00972114355598088,1,1,1,0.178900291049448,0.229465484143388,0.184126367746275,0.770534515856612,0.821099708950552,0.815873632253725,2.57639430078772,310.855599971825,18.9408137313288
15,"F","fishing","R015",NA,NA,1,0.1128509646894,0.816185640964661,0.272851920507823,1,1,1,0.0966500399278657,0.353784231580132,0.205752869692945,0.646215768419868,0.903349960072134,0.794247130307055,0.295120228150163,1,0.767586048459639
15,"F","fishing","R016",0.5,0.5,1,0.213711014465099,0.563076042992286,0.348895657372862,1,1,1,0.107832391189848,0.490554769659212,0.250683437453457,0.509445230340788,0.892167608810152,0.749316562546543,0.286237366383542,1,0.767542217417839
15,"F","fishing","R017",0,1,1,0.548680317169374,0.842478907849849,0.697292379362505,1,1,1,0.416453728255169,0.80113763000753,0.628792534220561,0.19886236999247,0.583546271744831,0.371207465779439,0.593407782885865,1,0.946922963561881
15,"F","fishing","R018",NA,NA,NA,0.44930318679175,0.815963177090269,0.644286239223073,1,1,1,0.248676313754026,0.756504140253815,0.557317655314754,0.243495859746185,0.751323686245974,0.442682344685246,0.40614212533022,1,0.922136369953578
15,"F","inland","R011",NA,NA,NA,0.000575509336533862,0.0890645972509279,0.00972114355598088,1,1,1,0.178900291049448,0.229465484143388,0.184126367746275,0.770534515856612,0.821099708950552,0.815873632253725,2.57639430078772,310.855599971825,18.9408137313288
15,"F","inland","R012",NA,0,NA,0.00124466220629089,0.0955061781998699,0.0127505122389726,1,1,1,0.179282664117881,0.233146387542783,0.185857435565128,0.766853612457217,0.820717335882119,0.814142564434872,2.44117222360946,144.041467178309,14.5764684477748
15,"F","inland","R013",NA,0,NA,0.00133064000515018,0.122261283224064,0.0156827326490089,1,1,1,0.179331794288658,0.24843501898518,0.187532990085148,0.75156498101482,0.820668205711342,0.812467009914852,2.03200091405897,134.77120154021,11.9579288707022
15,"F","inland","R014",NA,0,NA,0.00601557694093841,0.144243064820033,0.0317610279840172,1,1,1,0.182008901109108,0.260996037040019,0.196720587419439,0.739003962959981,0.817991098890892,0.803279412580561,1.80941827415648,30.2562759923312,6.19377270415478
15,"F","inland","R015",0,0.4,NA,0.133437128353217,1,0.483470462597604,1,1,1,0.114147895879118,0.805441957832812,0.395670359402116,0.194558042167187,0.885852104120882,0.604329640597884,0.492849764456323,1,0.856056565540558
15,"F","inland","R016",1,0,NA,0.357101199178646,0.654304863050325,0.491851298082861,1,1,1,0.239914799418092,0.57528964551466,0.401052303522603,0.42471035448534,0.760085200581908,0.598947696477397,0.465077897346348,1,0.85305793813549
15,"F","inland","R017",0.2,0.8,1,0.535741651963741,0.8640387957441,0.692219264165873,1,1,1,0.397786909688519,0.835220238752069,0.588991504328575,0.164779761247931,0.602213090311481,0.411008495671425,0.558892802491704,1,0.892130697931998
15,"F","inland","R018",0,1,1,0.555449097978246,0.927898535046698,0.742187137407285,1,1,1,0.428681546231389,0.868526005536872,0.63871308084473,0.131473994463128,0.57131845376861,0.36128691915527,0.552989809874467,1,0.905750854644721
16,"F","inland","R010",NA,0,NA,0.000755981941783499,0.0707717875150823,0.0101677520616035,1,1,1,0.179003418252448,0.219012450008619,0.184381572606631,0.780987549991381,0.820996581747552,0.815618427393369,3.09462934178809,236.782780395962,18.1339564187584
16,"F","fishing","R015",NA,NA,1,0.127825028312618,0.711033548613728,0.274353031076642,1,1,1,0.110486845356888,0.339740590663054,0.210955625842311,0.660259409336946,0.889513154643112,0.789044374157689,0.338689978511871,1,0.775217080634558
16,"F","fishing","R016",0,1,1,0.231379026535244,0.524588836233743,0.353714079534745,1,1,1,0.127043076932214,0.447025135676723,0.261924879044627,0.552974864323277,0.872956923067786,0.738075120955373,0.336545377335022,1,0.775217080634558
16,"F","fishing","R017",1,0,NA,0.563727358020495,0.823508285074851,0.694094330473638,1,1,1,0.445057185712732,0.78215062814026,0.628993610050863,0.21784937185974,0.554942814287267,0.371006389949137,0.637560482565916,1,0.94287423889029
16,"F","fishing","R018",0.6666667,0.3333333,1,0.486338060690386,0.805416949673043,0.655436381061688,1,1,1,0.304705980538283,0.748364617927081,0.574100090789492,0.251635382072919,0.695294019461717,0.425899909210508,0.473366986402104,1,0.920837526369784
16,"F","inland","R011",NA,0,NA,0.000755981941783499,0.0707717875150823,0.0101677520616035,1,1,1,0.179003418252448,0.219012450008619,0.184381572606631,0.780987549991381,0.820996581747552,0.815618427393369,3.09462934178809,236.782780395962,18.1339564187584
16,"F","inland","R012",NA,0,NA,0.00164041654738893,0.0766630891554042,0.0136079487048877,1,1,1,0.179508809455651,0.222378908088803,0.186347399259936,0.777621091911197,0.820491190544349,0.813652600740064,2.90073018691818,109.428813642858,13.6940110566691
