"ROUND","COMM","SEX","AGEYRS","UNSUPPRESSED_SHARE_AGE_BY_SEX_CL","UNSUPPRESSED_SHARE_AGE_BY_SEX_CU","UNSUPPRESSED_SHARE_AGE_BY_SEX_M","UNSUPPRESSED_SHARE_AGE_AND_SEX_CL","UNSUPPRESSED_SHARE_AGE_AND_SEX_CU","UNSUPPRESSED_SHARE_AGE_AND_SEX_M","UNSUPPRESSED_SHARE_SEX_CL","UNSUPPRESSED_SHARE_SEX_CU","UNSUPPRESSED_SHARE_SEX_M"
"12","inland","F",19,0.0171554107030658,0.0281278410115012,0.0232064057408605,0.01025474072376,0.0171183234169517,0.0139483486590521,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",20,0.022862280327543,0.0328962234356218,0.0273726108249764,0.0135363425920828,0.0200044177475999,0.0164787320448639,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",21,0.0274110538882258,0.0405886078765082,0.0317064980909628,0.0161948191628021,0.0244701377897003,0.0191099251321241,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",22,0.0317846405242606,0.0482158858210162,0.0364242361940704,0.0188248681696576,0.0291242476284152,0.0219830219821305,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",23,0.0363422296363588,0.0532644774483368,0.0414424176792941,0.0215243491057171,0.0321207392217044,0.0249822979969651,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",24,0.040746234231671,0.0551733429225658,0.0461220596538135,0.0242227141405762,0.0335045279821139,0.0277877638274009,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",25,0.0450283431730508,0.0573146894510413,0.0503710269136064,0.0267022012975256,0.0348292035594715,0.030321014596132,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",26,0.0465637375510286,0.0595619354509597,0.0532523708761764,0.0277602508405725,0.0362134419190379,0.0320345670617741,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",27,0.0460633356409249,0.0601138120936255,0.0543799377220821,0.0274436729918624,0.0365925939414319,0.0326850417957702,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",28,0.0461510112103988,0.0597850392658907,0.0543725854865877,0.0276123212807491,0.0363285497777006,0.0326877927160648,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",29,0.0463969341244484,0.0580790597630336,0.0530478956891784,0.027709861291183,0.0353171181422601,0.0318785966949966,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",30,0.045208936709153,0.0555967058548078,0.0506437907025769,0.0269261510296171,0.03381727690708,0.030445911498447,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",31,0.0424439158494086,0.0531995940143258,0.047581296290807,0.0252829485339094,0.0321233709087622,0.0286318668734894,0.570149639623294,0.632919306288151,0.601565916309328
"12","inland","F",32,0.0390040381560573,0.0497631059378277,0.0438210947785226,0.0232404065942971,0.0299711805192314,0.0263720926148185,0.570149639623294,0.632919306288151,0.601565916309328
