"AGEYRS","SEX","COMM","ROUND","PROP_UNSUPPRESSED_EMPIRICAL","PROP_ART_COVERAGE_EMPIRICAL","SUPPRESSION_RATE_EMPIRICAL","PROP_ART_COVERAGE_CL","PROP_ART_COVERAGE_CU","PROP_ART_COVERAGE_M","PROP_DIAGNOSED_CL","PROP_DIAGNOSED_CU","PROP_DIAGNOSED_M","PROP_SUPPRESSED_CL","PROP_SUPPRESSED_CU","PROP_SUPPRESSED_M","PROP_UNSUPPRESSED_CL","PROP_UNSUPPRESSED_CU","PROP_UNSUPPRESSED_M","SUPPRESSION_RATE_CL","SUPPRESSION_RATE_CU","SUPPRESSION_RATE_M"
15,"F","inland","R010",NA,NA,NA,0.000575509336533862,0.0890645972509279,0.00972114355598088,1,1,1,0.148350642173965,0.179485691625326,0.151568550510438,0.820514308374674,0.851649357826034,0.848431449489562,2.01523082732018,257.772794050698,15.5916380585839
15,"F","fishing","R015",NA,NA,NA,0.0801399622350216,0.742262708915888,0.215808811698875,1,1,1,0.0641777284688538,0.287715221498995,0.146168876531748,0.712284778501005,0.935822271531146,0.853831123468252,0.241852950848157,1,0.68291405734419
15,"F","fishing","R016",1,0,NA,0.17322493003397,0.479053661812712,0.295600203598554,1,1,1,0.0721504199953846,0.365316511807242,0.194888381937156,0.634683488192758,0.927849580004615,0.805111618062844,0.233388727217365,1,0.68291405734419
15,"F","fishing","R017",0,1,1,0.427648496026767,0.778732198319592,0.590289459290686,1,1,1,0.270129013124329,0.710953900579251,0.48731818301354,0.289046099420749,0.729870986875671,0.51268181698646,0.444889690206578,1,0.864119706984509
15,"F","fishing","R018",NA,NA,NA,0.453613502668226,0.811486147234568,0.639957027530036,1,1,1,0.298350268788093,0.744630514869566,0.562423578226324,0.255369485130434,0.701649731211907,0.437576421773676,0.477033492925852,1,0.934215085444942
15,"F","inland","R011",NA,NA,NA,0.000575509336533862,0.0890645972509279,0.00972114355598088,1,1,1,0.148350642173965,0.179485691625326,0.151568550510438,0.820514308374674,0.851649357826034,0.848431449489562,2.01523082732018,257.772794050698,15.5916380585839
15,"F","inland","R012",NA,0,NA,0.00124466220629089,0.0955061781998699,0.0127505122389726,1,1,1,0.148586084850361,0.181752173811065,0.15263443949149,0.818247826188935,0.851413915149638,0.84736556050851,1.90304658551303,119.378846844226,11.9708478974131
15,"F","inland","R013",NA,0,NA,0.00133064000515018,0.122261283224064,0.0156827326490089,1,1,1,0.148616336298108,0.191166007060319,0.153666146672799,0.808833992939681,0.851383663701892,0.846333853327201,1.56358594351559,111.687959796322,9.7984298779159
15,"F","inland","R014",NA,0,NA,0.00601557694093841,0.144243064820033,0.0317610279840172,1,1,1,0.150264740034774,0.198900337621863,0.159323324661043,0.801099662378137,0.849735259965225,0.840676675338957,1.3789247904113,24.9792808232673,5.0163151323358
15,"F","inland","R015",0,0.4,NA,0.0839811651400719,1,0.457392268038534,1,1,1,0.0664111419762133,0.807930864212586,0.345003430337996,0.192069135787414,0.933588858023787,0.654996569662004,0.401572345267724,1,0.787851015218737
15,"F","inland","R016",1,0,NA,0.264939083834831,0.57202917261637,0.399306329005314,1,1,1,0.153660305163176,0.478340420765146,0.297778466679566,0.521659579234854,0.846339694836824,0.702221533320434,0.359214946418055,1,0.776749716557701
15,"F","inland","R017",0.4,0.8,0.75,0.470927518713477,0.791511640774174,0.618782306577222,1,1,1,0.304346131759157,0.703440976484636,0.483192121914005,0.296559023515364,0.695653868240843,0.516807878085995,0.471883308449268,1,0.795065495042758
15,"F","inland","R018",0,1,1,0.561433974686772,0.925709802597179,0.756822386788336,1,1,1,0.425030671149904,0.902939264273616,0.669615378647298,0.0970607357263844,0.574969328850096,0.330384621352702,0.56353260874719,1,0.960260559905346
16,"F","inland","R010",NA,0,NA,0.000755981941783499,0.0707717875150823,0.0101677520616035,1,1,1,0.148414141794331,0.173049332644196,0.151725690540194,0.826950667355804,0.851585858205669,0.848274309459806,2.44517397244641,196.319788180353,14.9222453251921
16,"F","fishing","R015",NA,NA,1,0.0900959481225161,0.624923140999916,0.21595292270953,1,1,1,0.0730585050720138,0.269124759254507,0.150627809780034,0.730875240745493,0.926941494927986,0.849372190219966,0.282901846054462,1,0.701923742025238
16,"F","fishing","R016",0,1,1,0.192191829829767,0.457636171619926,0.303583513271555,1,1,1,0.0895730966016885,0.351472520304985,0.207120620425671,0.648527479695014,0.910426903398311,0.792879379574329,0.280543528693708,1,0.701923742025238
16,"F","fishing","R017",1,0,NA,0.446938284186324,0.751653082232436,0.59187566501427,1,1,1,0.299916882572562,0.681890905586593,0.494143638656462,0.318109094413407,0.700083117427438,0.505856361343538,0.490229837507605,1,0.862947589908695
16,"F","fishing","R018",0.6666667,0.3333333,1,0.487594909177559,0.800181227638122,0.649574348245245,1,1,1,0.347186190538636,0.737839714309354,0.575853137159575,0.262160285690645,0.652813809461364,0.424146862840425,0.534050038398808,1,0.931337468824026
16,"F","inland","R011",NA,0,NA,0.000755981941783499,0.0707717875150823,0.0101677520616035,1,1,1,0.148414141794331,0.173049332644196,0.151725690540194,0.826950667355804,0.851585858205669,0.848274309459806,2.44517397244641,196.319788180353,14.9222453251921
16,"F","inland","R012",NA,0,NA,0.00164041654738893,0.0766630891554042,0.0136079487048877,1,1,1,0.148725331748155,0.175122198036161,0.152936130099868,0.824877801963839,0.851274668251845,0.847063869900132,2.28430948840619,90.6631639111111,11.2387350988662
