"AGEYRS","SEX","COMM","EMPIRICAL_PREVALENCE","PREVALENCE_CL","PREVALENCE_CU","PREVALENCE_M","ROUND"
40,"F","inland",0.333333333333333,0.221464768586563,0.290270836460834,0.256855682950514,"R014"
41,"F","inland",0.213592233009709,0.220653573882005,0.294450462858967,0.25867322648825,"R014"
42,"F","inland",0.227272727272727,0.219601823142943,0.296319268528159,0.258783128130822,"R014"
43,"F","inland",0.272727272727273,0.218422919547743,0.296914008190793,0.257423409809783,"R014"
44,"F","inland",0.283333333333333,0.213992336217792,0.296012444342694,0.253299673186861,"R014"
45,"F","inland",0.241935483870968,0.206606921659582,0.289781694100477,0.246312294572954,"R014"
46,"F","inland",0.238636363636364,0.19673029100751,0.279917842977057,0.235795381985211,"R014"
47,"F","inland",0.229885057471264,0.183591241486371,0.265571431060796,0.221780489339696,"R014"
48,"F","inland",0.184615384615385,0.161064900043965,0.252690936743677,0.204878342092029,"R014"
49,"F","inland",0.152173913043478,0.131027422567514,0.246133810098821,0.184804573972622,"R014"
15,"M","inland",0.0124223602484472,0.00320241996901917,0.0184498657548416,0.00813788684225491,"R014"
16,"M","inland",0.00930232558139535,0.00441259593829589,0.0181526815833241,0.00951963803890144,"R014"
17,"M","inland",0,0.0060904486635644,0.0191817384912502,0.0114146402488572,"R014"
18,"M","inland",0.0209424083769634,0.00833688470113383,0.0216389439147348,0.0139624514196754,"R014"
19,"M","inland",0.0119047619047619,0.0111889320716242,0.0256704457981633,0.0174463592139481,"R014"
20,"M","inland",0.034965034965035,0.0149803380883605,0.0311482208521202,0.0220347299416274,"R014"
21,"M","inland",0.0223880597014925,0.0197997032397705,0.0382254575454059,0.0280950141774209,"R014"
22,"M","inland",0.0538461538461538,0.0260544550664803,0.0472671290357866,0.0358646284905179,"R014"
23,"M","inland",0.0482758620689655,0.0339641366224619,0.0583596278874587,0.0453917095494951,"R014"
24,"M","inland",0.0610687022900763,0.0440102906872397,0.0710898918796811,0.0567465160294689,"R014"
25,"M","inland",0.105633802816901,0.0556392177980126,0.0856177084206115,0.0696383766230769,"R014"
26,"M","inland",0.0666666666666667,0.0686500297409599,0.10186055224594,0.0837842380964514,"R014"
27,"M","inland",0.083969465648855,0.0820279212579844,0.11835033632105,0.098702255159313,"R014"
28,"M","inland",0.125874125874126,0.0951571340627534,0.13470622868948,0.113422355522912,"R014"
29,"M","inland",0.133333333333333,0.107622862026346,0.15006173365843,0.127218924931417,"R014"
30,"M","inland",0.182352941176471,0.118751851636313,0.162866240139233,0.139175814056745,"R014"
31,"M","inland",0.153333333333333,0.128117057166868,0.173528562227347,0.14905031965017,"R014"
32,"M","inland",0.129770992366412,0.135714717119663,0.180682771766241,0.156434186992768,"R014"
33,"M","inland",0.188679245283019,0.140783226456673,0.18564579835382,0.161349591613015,"R014"
34,"M","inland",0.157142857142857,0.142981093601623,0.1881490628738,0.16434780223102,"R014"
35,"M","inland",0.203007518796992,0.143423074823061,0.189528368478819,0.165691109125313,"R014"
36,"M","inland",0.16260162601626,0.14217985755657,0.19050816614343,0.166160791112427,"R014"
37,"M","inland",0.151785714285714,0.140273390984512,0.192371441049297,0.166073742467997,"R014"
38,"M","inland",0.100917431192661,0.138792514427622,0.193933283341128,0.166115348275428,"R014"
39,"M","inland",0.174418604651163,0.138826511680182,0.195530003042397,0.167015478574068,"R014"
40,"M","inland",0.211111111111111,0.140292595550483,0.198207511551035,0.168980949488442,"R014"
41,"M","inland",0.163265306122449,0.143792016858794,0.201668639071508,0.172103513253455,"R014"
42,"M","inland",0.130952380952381,0.148619686036937,0.20666794804634,0.176690415098947,"R014"
43,"M","inland",0.202380952380952,0.153259942755172,0.214187029472382,0.182602996630925,"R014"
44,"M","inland",0.21875,0.158550240156141,0.22483416348666,0.189278706348292,"R014"
45,"M","inland",0.17910447761194,0.163286333263691,0.235831372165486,0.196532974342059,"R014"
46,"M","inland",0.3,0.166411005990715,0.247782811155569,0.203832785991928,"R014"
47,"M","inland",0.260869565217391,0.167326749275792,0.261299377229172,0.210956695510168,"R014"
48,"M","inland",0.19047619047619,0.164229245721361,0.277087892788471,0.216668738284648,"R014"
49,"M","inland",0.166666666666667,0.155518946413831,0.299323188455837,0.220458194089166,"R014"
15,"F","inland",0.0204081632653061,0.00557338933199598,0.0232398484066308,0.0119666477015743,"R015"
16,"F","inland",0.0119047619047619,0.00955750756400927,0.026918716553594,0.0167789666166763,"R015"
17,"F","inland",0.00803212851405622,0.0158191922869334,0.0341114285232161,0.0240673887900456,"R015"
18,"F","inland",0.0491803278688525,0.0254395399507049,0.0454646422335859,0.0348104378604471,"R015"
19,"F","inland",0.0539568345323741,0.0389571125229668,0.0608994244679541,0.0496650544185753,"R015"
20,"F","inland",0.067524115755627,0.0567248448936986,0.0812987789167445,0.0686495175585125,"R015"
21,"F","inland",0.130434782608696,0.0778200951803525,0.106461619518573,0.0911849192464194,"R015"
22,"F","inland",0.151515151515152,0.0994896105925909,0.133574178871606,0.1153077791515,"R015"
23,"F","inland",0.159010600706714,0.120332912290906,0.159500172189944,0.138526195721407,"R015"
24,"F","inland",0.12589928057554,0.139042441813834,0.180296508601964,0.158431364379954,"R015"
25,"F","inland",0.208333333333333,0.15489769208015,0.194563707536911,0.17352751335051,"R015"
26,"F","inland",0.189473684210526,0.16609121148309,0.203698022137309,0.18417631836965,"R015"
27,"F","inland",0.168918918918919,0.172537345402177,0.209678996831829,0.190821616560692,"R015"
28,"F","inland",0.207430340557276,0.174925109053619,0.213532040157105,0.194907460988293,"R015"
29,"F","inland",0.204946996466431,0.176519741544604,0.216938932106078,0.197351726593456,"R015"
30,"F","inland",0.181132075471698,0.178389553973195,0.219839694650331,0.199654595830275,"R015"
31,"F","inland",0.185328185328185,0.182185397799386,0.223193532295286,0.202497476529624,"R015"
32,"F","inland",0.210526315789474,0.1870187831467,0.226892682962212,0.206678946798904,"R015"
33,"F","inland",0.236514522821577,0.192602208035084,0.231994661330636,0.212152937825099,"R015"
34,"F","inland",0.223938223938224,0.198878618200606,0.239907854863342,0.218530040498847,"R015"
35,"F","inland",0.223744292237443,0.204959796658854,0.248589662744779,0.225770405201078,"R015"
36,"F","inland",0.252173913043478,0.211539471487812,0.257628747611898,0.233353508603119,"R015"
37,"F","inland",0.262886597938144,0.217520772110547,0.266029570355901,0.240585664541256,"R015"
38,"F","inland",0.232804232804233,0.223538286829663,0.273766127132056,0.247208256435127,"R015"
39,"F","inland",0.259036144578313,0.228180199992139,0.280018853617118,0.253265383329175,"R015"
40,"F","inland",0.257668711656442,0.231061002956136,0.286046706333494,0.258383031559285,"R015"
41,"F","inland",0.225,0.233172757444288,0.291290668001365,0.262262538794292,"R015"
42,"F","inland",0.297297297297297,0.234086244165389,0.296852463712616,0.265349566755853,"R015"
43,"F","inland",0.26,0.233928448374454,0.301440721812569,0.267739781223567,"R015"
44,"F","inland",0.27,0.233506992674421,0.305533488077283,0.269545877063245,"R015"
45,"F","inland",0.316455696202532,0.23300174194158,0.308692124972684,0.270757799970591,"R015"
46,"F","inland",0.206349206349206,0.232499345333205,0.311593764394486,0.270765664975643,"R015"
47,"F","inland",0.289156626506024,0.230869160945536,0.313441370922695,0.270545836076672,"R015"
48,"F","inland",0.246913580246914,0.224641052130106,0.31747556195754,0.269426626878607,"R015"
49,"F","inland",0.294117647058824,0.210432455815571,0.330273295259524,0.267281918651876,"R015"
15,"F","fishing",0,0.0566384956804341,0.190032061676755,0.115564618945147,"R015"
16,"F","fishing",0,0.0804966599597099,0.205830402407491,0.138701142284841,"R015"
17,"F","fishing",0.205882352941176,0.112043020167533,0.226365170006082,0.166386776987342,"R015"
18,"F","fishing",0.186440677966102,0.14985465178124,0.252508853219614,0.198659889466983,"R015"
19,"F","fishing",0.264705882352941,0.19137212497738,0.283625034939687,0.235417559700173,"R015"
20,"F","fishing",0.402985074626866,0.233450533336573,0.320223748476771,0.274983143908478,"R015"
21,"F","fishing",0.383333333333333,0.276580081934753,0.359562284811256,0.316485581988907,"R015"
22,"F","fishing",0.367647058823529,0.319029837173264,0.400672949678492,0.358273991507125,"R015"
23,"F","fishing",0.414141414141414,0.36003709322967,0.440250246516499,0.398819966050166,"R015"
24,"F","fishing",0.338235294117647,0.399031612899893,0.476944129671327,0.437347010227032,"R015"
25,"F","fishing",0.538461538461538,0.435591812516284,0.511165698139384,0.47308216076444,"R015"
26,"F","fishing",0.494252873563218,0.468528774370734,0.542269190765985,0.505094141205443,"R015"
27,"F","fishing",0.575757575757576,0.497165223378912,0.568440102921717,0.533138114865765,"R015"
28,"F","fishing",0.56989247311828,0.52062856792248,0.591317771579075,0.556786615140949,"R015"
29,"F","fishing",0.636363636363636,0.540601125211609,0.610201950811065,0.576015596852965,"R015"
30,"F","fishing",0.554455445544555,0.55581557759824,0.625142391633728,0.591238615454885,"R015"
31,"F","fishing",0.575757575757576,0.566645996991061,0.636147139959087,0.602213147056509,"R015"
32,"F","fishing",0.60377358490566,0.573051852511307,0.644117257891874,0.609572835883916,"R015"
33,"F","fishing",0.573529411764706,0.57609423392722,0.649046402053539,0.61316538861157,"R015"
34,"F","fishing",0.618181818181818,0.574805061216442,0.651028165775023,0.6130240085316,"R015"
35,"F","fishing",0.650793650793651,0.569932085188691,0.649290697934296,0.609553421077394,"R015"
36,"F","fishing",0.674418604651163,0.561077182609232,0.644913142309958,0.602963785566985,"R015"
37,"F","fishing",0.685185185185185,0.549289993001602,0.636977794216499,0.593319333847761,"R015"
38,"F","fishing",0.5,0.53390536957399,0.625550586572408,0.580597074144041,"R015"
39,"F","fishing",0.583333333333333,0.515684406333622,0.612736355501135,0.565408862024655,"R015"
40,"F","fishing",0.372093023255814,0.494349490539365,0.597768639931352,0.547862116811374,"R015"
41,"F","fishing",0.647058823529412,0.47168810366681,0.582089194565792,0.528659970714895,"R015"
42,"F","fishing",0.535714285714286,0.446756729374674,0.565760819759152,0.508012734930376,"R015"
43,"F","fishing",0.444444444444444,0.41974395484233,0.549996387426322,0.486396217681016,"R015"
44,"F","fishing",0.5,0.391889459207131,0.534899232633587,0.464123400070459,"R015"
45,"F","fishing",0.318181818181818,0.363659595065484,0.523555779119186,0.442019456939194,"R015"
46,"F","fishing",0.714285714285714,0.331891009031736,0.513423044429888,0.42035273257987,"R015"
47,"F","fishing",0.454545454545455,0.300873475621793,0.507682820204657,0.399454437832286,"R015"
48,"F","fishing",0.285714285714286,0.267608642388395,0.506543361193058,0.379579407311589,"R015"
49,"F","fishing",0.375,0.234812449257559,0.51055425379194,0.359938378584233,"R015"
15,"M","inland",0.00404858299595142,0.00241724847350871,0.0124187589131365,0.00603290611370638,"R015"
16,"M","inland",0.00352112676056338,0.00376490064007352,0.013953366805778,0.00793679786351295,"R015"
17,"M","inland",0.0197628458498024,0.00581697067138302,0.016680134716338,0.0105145557635378,"R015"
18,"M","inland",0,0.00874813498105864,0.0205194819144386,0.0140865388687329,"R015"
19,"M","inland",0.0291970802919708,0.0128157960800222,0.0257315922784225,0.0188294839635746,"R015"
20,"M","inland",0.037037037037037,0.0183919301141748,0.0326322654785814,0.0250709297971851,"R015"
21,"M","inland",0.0166666666666667,0.0255581095038472,0.0413980248628121,0.0329709471502439,"R015"
22,"M","inland",0.0428571428571429,0.0339887446302577,0.0529443938388453,0.0425183979904375,"R015"
23,"M","inland",0.080952380952381,0.0438175759640958,0.0667723461396873,0.0536458892108225,"R015"
24,"M","inland",0.0802139037433155,0.0549755815081066,0.0816559024067058,0.0661012293370172,"R015"
25,"M","inland",0.103139013452915,0.0668666867906166,0.0963938993632983,0.0793872489561273,"R015"
26,"M","inland",0.110526315789474,0.0794398761418571,0.110281784370581,0.09316206495976,"R015"
27,"M","inland",0.126126126126126,0.0919699345760021,0.123683893676737,0.106476274092165,"R015"
28,"M","inland",0.0979381443298969,0.103875616837596,0.136237835457149,0.119164584365362,"R015"
29,"M","inland",0.128865979381443,0.114033540322934,0.148115712756617,0.130942805485995,"R015"
30,"M","inland",0.136612021857924,0.122964046710016,0.159039006878436,0.141442158879516,"R015"
31,"M","inland",0.122994652406417,0.13137709037152,0.168685350049331,0.150670264844435,"R015"
32,"M","inland",0.179723502304147,0.139167688507773,0.177013410270024,0.158649597289493,"R015"
33,"M","inland",0.145161290322581,0.146384773887899,0.184019914094703,0.165323360242259,"R015"
34,"M","inland",0.191082802547771,0.152221809427055,0.190383198625464,0.170635772980027,"R015"
35,"M","inland",0.203296703296703,0.156056602194392,0.195989704652811,0.174889374454241,"R015"
36,"M","inland",0.177215189873418,0.158580839359732,0.200489839424714,0.178016168489837,"R015"
37,"M","inland",0.188571428571429,0.160271211556325,0.203409120938174,0.180347130370555,"R015"
38,"M","inland",0.20253164556962,0.161452664784183,0.205244391221649,0.181944315766213,"R015"
39,"M","inland",0.169117647058824,0.162007083649452,0.206559960172197,0.183149622258973,"R015"
40,"M","inland",0.165467625899281,0.162370637480567,0.208077407029977,0.184082871404107,"R015"
41,"M","inland",0.202020202020202,0.16237482510894,0.209677092416169,0.185526914021758,"R015"
42,"M","inland",0.17741935483871,0.162313671725673,0.212344519101213,0.187164981702528,"R015"
43,"M","inland",0.185185185185185,0.163487193082812,0.215648578932323,0.189517972809064,"R015"
44,"M","inland",0.141509433962264,0.165964089259308,0.220345382318804,0.192538765328998,"R015"
45,"M","inland",0.228260869565217,0.168750047987073,0.226202835052279,0.196270489420555,"R015"
46,"M","inland",0.232876712328767,0.170725931992471,0.233686862023797,0.201121190445468,"R015"
47,"M","inland",0.20253164556962,0.170648679782264,0.245110946653846,0.206287018479289,"R015"
48,"M","inland",0.285714285714286,0.168020238891318,0.261916290168822,0.211976299087188,"R015"
49,"M","inland",0.166666666666667,0.161999539262797,0.284266463068559,0.217334696964102,"R015"
15,"M","fishing",0,0.00536465709107367,0.0632269990695538,0.0222533208831505,"R015"
16,"M","fishing",0,0.00918468220307657,0.0671923915778048,0.029086733361141,"R015"
17,"M","fishing",0,0.015527578893324,0.0762682574795457,0.0389194724815458,"R015"
18,"M","fishing",0.0512820512820513,0.0260622324200243,0.0891776543039527,0.05257886289624,"R015"
19,"M","fishing",0.0408163265306122,0.0420642121495116,0.107756667848603,0.0711049314528068,"R015"
20,"M","fishing",0.173913043478261,0.0646107967006398,0.131810041141692,0.0954472093195378,"R015"
21,"M","fishing",0.132075471698113,0.0948836778914649,0.161972425091825,0.126289955812898,"R015"
22,"M","fishing",0.153846153846154,0.13062920359484,0.198749579531354,0.163439280007803,"R015"
23,"M","fishing",0.246153846153846,0.170679270745122,0.241468986977338,0.204627668784044,"R015"
24,"M","fishing",0.294117647058824,0.213105321337039,0.286194699647456,0.247703220509674,"R015"
25,"M","fishing",0.341666666666667,0.254383518628795,0.330578741472845,0.290369378979229,"R015"
26,"M","fishing",0.3125,0.292640606338312,0.371401419184499,0.330007465040118,"R015"
27,"M","fishing",0.344827586206897,0.325766279330292,0.406620322507309,0.364596517603375,"R015"
28,"M","fishing",0.378640776699029,0.354416610288398,0.433832190060455,0.393042571862588,"R015"
29,"M","fishing",0.52,0.376906063114223,0.454380656689086,0.414727450368852,"R015"
30,"M","fishing",0.396396396396396,0.393435685443844,0.468904599583808,0.430169802555841,"R015"
31,"M","fishing",0.415584415584416,0.402841395944542,0.477730682545921,0.43956954148141,"R015"
32,"M","fishing",0.509615384615385,0.405289282824906,0.482395735449719,0.443778064585454,"R015"
33,"M","fishing",0.506493506493506,0.404047539113541,0.48345998421781,0.444045664030392,"R015"
34,"M","fishing",0.447761194029851,0.398807417890467,0.481519597817638,0.441091775713023,"R015"
35,"M","fishing",0.344827586206897,0.391745062547093,0.478166199078227,0.43631954348425,"R015"
36,"M","fishing",0.389830508474576,0.383704772580541,0.47372958742676,0.430632814649117,"R015"
37,"M","fishing",0.350877192982456,0.376919129392862,0.469011700805956,0.424786776014908,"R015"
38,"M","fishing",0.485714285714286,0.371814643842671,0.464058723585691,0.419550707627612,"R015"
39,"M","fishing",0.371428571428571,0.368779724714654,0.461300239291372,0.415081986338832,"R015"
40,"M","fishing",0.4,0.365300235698964,0.459517387720441,0.411263864348251,"R015"
41,"M","fishing",0.457142857142857,0.359306118053469,0.459888014062902,0.407244957874781,"R015"
42,"M","fishing",0.488372093023256,0.351658166675492,0.462737259747529,0.402888309567756,"R015"
43,"M","fishing",0.317073170731707,0.342078030165807,0.462328063301708,0.397271314503705,"R015"
44,"M","fishing",0.538461538461538,0.330882285863303,0.459901718207346,0.389738200341196,"R015"
45,"M","fishing",0.387096774193548,0.316731434133431,0.453068448930547,0.379828669340537,"R015"
46,"M","fishing",0.263157894736842,0.299430097698017,0.444579880522964,0.367559882898563,"R015"
47,"M","fishing",0.388888888888889,0.274161155069292,0.438017690117552,0.352379752886178,"R015"
48,"M","fishing",0.333333333333333,0.241765299554918,0.436042792842779,0.334147760551625,"R015"
49,"M","fishing",0.214285714285714,0.200588289294164,0.43939681234629,0.314863886891388,"R015"
15,"F","inland",0.00664451827242525,0.00344510186989234,0.0162138600785123,0.00798032195740839,"R016"
16,"F","inland",0.00354609929078014,0.00645385639756418,0.020086220261606,0.0119077741637532,"R016"
17,"F","inland",0.0256410256410256,0.0114614597849094,0.0264983158614155,0.0179106184528117,"R016"
18,"F","inland",0.034375,0.0193692156076951,0.0358669315492271,0.0268336584900654,"R016"
19,"F","inland",0.0431654676258993,0.0306704348679097,0.049021573875979,0.0393916675220563,"R016"
20,"F","inland",0.0784982935153584,0.0457731155520571,0.0669492377088088,0.055732365702489,"R016"
21,"F","inland",0.0761245674740484,0.0634283769759806,0.0891086400288142,0.0755090770730285,"R016"
22,"F","inland",0.110738255033557,0.0831906089982532,0.113438971360396,0.0972755057853512,"R016"
23,"F","inland",0.159010600706714,0.102830935153132,0.137558510896249,0.11915467357978,"R016"
24,"F","inland",0.139705882352941,0.121357580809677,0.158513082681471,0.139069382070742,"R016"
25,"F","inland",0.152610441767068,0.137783964074804,0.175303229051332,0.155526262459342,"R016"
26,"F","inland",0.15018315018315,0.151080943564075,0.187735543828454,0.168216501287412,"R016"
27,"F","inland",0.212927756653992,0.160421763327865,0.196401575127147,0.17731243380649,"R016"
28,"F","inland",0.18978102189781,0.165752548728214,0.202606085354411,0.183767759483534,"R016"
29,"F","inland",0.184397163120567,0.16890134816109,0.207701820354028,0.188179427953747,"R016"
30,"F","inland",0.178571428571429,0.171852392666908,0.212605877518787,0.191783451750177,"R016"
31,"F","inland",0.197026022304833,0.175454704814159,0.216712552312792,0.19547896744957,"R016"
32,"F","inland",0.204255319148936,0.179869324545037,0.221321497751549,0.199999742042198,"R016"
33,"F","inland",0.192,0.185684895212598,0.225857044115975,0.205714907655596,"R016"
34,"F","inland",0.216494845360825,0.193120102707321,0.232308911458266,0.212482588047818,"R016"
35,"F","inland",0.245967741935484,0.200615662666649,0.240775877222723,0.219808501509957,"R016"
36,"F","inland",0.240157480314961,0.207376893988712,0.249838790095095,0.227501392870543,"R016"
37,"F","inland",0.183673469387755,0.213724784871566,0.259059011349486,0.234961412138092,"R016"
38,"F","inland",0.269767441860465,0.219218379204016,0.266826667229114,0.24159540102632,"R016"
39,"F","inland",0.314432989690722,0.223947851152092,0.272740681214293,0.246827524653425,"R016"
40,"F","inland",0.221105527638191,0.226814837279872,0.276198350008947,0.250353181804335,"R016"
41,"F","inland",0.246913580246914,0.227635002144701,0.278330731509927,0.25207684119963,"R016"
42,"F","inland",0.263513513513513,0.226271151549414,0.280915644823627,0.252733759425024,"R016"
43,"F","inland",0.231481481481481,0.222979558256547,0.282611790553023,0.252418183054027,"R016"
44,"F","inland",0.247933884297521,0.219033466134264,0.28397675388207,0.251810022013984,"R016"
45,"F","inland",0.179245283018868,0.216713718779091,0.28579022137634,0.251500349113217,"R016"
46,"F","inland",0.298850574712644,0.215562697267653,0.287618186066843,0.251902885126999,"R016"
47,"F","inland",0.3,0.216172347825942,0.292684879608718,0.253478613615567,"R016"
48,"F","inland",0.228571428571429,0.212077980741206,0.305332163859117,0.256338164624608,"R016"
49,"F","inland",0.285714285714286,0.201774192966777,0.326647964121306,0.259459030150827,"R016"
15,"F","fishing",0.142857142857143,0.0662815893140638,0.212257014493606,0.134549082074105,"R016"
16,"F","fishing",0.0625,0.0880488836436024,0.222558574532337,0.153744740047469,"R016"
17,"F","fishing",0.0645161290322581,0.115093703451295,0.237377698782207,0.176128553936548,"R016"
18,"F","fishing",0.159090909090909,0.147659818021051,0.256016168819331,0.201205497754931,"R016"
19,"F","fishing",0.301587301587302,0.182645187616528,0.276885591134169,0.229103583505433,"R016"
20,"F","fishing",0.298701298701299,0.218147291975469,0.30183432020561,0.259588248048144,"R016"
21,"F","fishing",0.324324324324324,0.252799175333898,0.331662483658924,0.291165284254785,"R016"
22,"F","fishing",0.378378378378378,0.287119553803234,0.364747200489144,0.323576921103529,"R016"
23,"F","fishing",0.325301204819277,0.319666713746125,0.398202057783551,0.355484315296322,"R016"
24,"F","fishing",0.513157894736842,0.350996790484042,0.42880366593603,0.386006541484709,"R016"
25,"F","fishing",0.37037037037037,0.38095238265783,0.456168590770278,0.415448140437162,"R016"
26,"F","fishing",0.452631578947368,0.408780245377719,0.480580609679284,0.442889756434308,"R016"
27,"F","fishing",0.523255813953488,0.433818876803449,0.503761109245624,0.467859771371469,"R016"
28,"F","fishing",0.456521739130435,0.455647179949031,0.526000072403106,0.490245178116297,"R016"
29,"F","fishing",0.5,0.474304794024538,0.545380529693975,0.510311053406066,"R016"
30,"F","fishing",0.552083333333333,0.489903827604041,0.562543203795228,0.527736726242249,"R016"
31,"F","fishing",0.563380281690141,0.504095664403203,0.578143889156112,0.542838188060177,"R016"
32,"F","fishing",0.507246376811594,0.516248049738479,0.590657087686855,0.555427387592657,"R016"
33,"F","fishing",0.556962025316456,0.526936555258269,0.60085402948692,0.565695714439652,"R016"
34,"F","fishing",0.573170731707317,0.534869680801765,0.609075841104916,0.57333981668601,"R016"
35,"F","fishing",0.553846153846154,0.539208899427204,0.615125500904206,0.57847016503862,"R016"
36,"F","fishing",0.588235294117647,0.541094277503441,0.620710727798411,0.580800192749398,"R016"
37,"F","fishing",0.666666666666667,0.539437413420797,0.623246934103063,0.580436114941763,"R016"
38,"F","fishing",0.658536585365854,0.534195498731616,0.622976448400362,0.577153047686828,"R016"
39,"F","fishing",0.521739130434783,0.525523176212223,0.620269182157977,0.571468787846965,"R016"
40,"F","fishing",0.547619047619048,0.514102020103974,0.61314115497873,0.562810272335765,"R016"
41,"F","fishing",0.594594594594595,0.500207593708271,0.604390122120426,0.55151516290951,"R016"
42,"F","fishing",0.466666666666667,0.482832605396107,0.59274914387826,0.537814754785042,"R016"
43,"F","fishing",0.55,0.462609777108912,0.580310643401512,0.521833937246962,"R016"
44,"F","fishing",0.565217391304348,0.437833960700908,0.568201950477375,0.504178376198443,"R016"
45,"F","fishing",0.315789473684211,0.410268356006062,0.557428529085986,0.485230028563334,"R016"
46,"F","fishing",0.428571428571429,0.380848900553037,0.546208383611641,0.465197803884157,"R016"
47,"F","fishing",0.363636363636364,0.348462999659892,0.538120614895086,0.444318048392253,"R016"
48,"F","fishing",0.428571428571429,0.314282680034597,0.532673522618407,0.423046673688237,"R016"
49,"F","fishing",0.461538461538462,0.28096288966078,0.531485321516429,0.403298037826051,"R016"
15,"M","inland",0.00357142857142857,0.000874793635124937,0.00757291422669425,0.00315356079266841,"R016"
16,"M","inland",0,0.00147613051294589,0.0087540544880486,0.00431145204982419,"R016"
17,"M","inland",0.00326797385620915,0.00258998937682002,0.0108086428867514,0.00597789726328562,"R016"
18,"M","inland",0.00346020761245675,0.00435284961829033,0.0136377836785655,0.00839280787180137,"R016"
19,"M","inland",0.0120481927710843,0.00714459257667865,0.0175015227835377,0.0118023142925271,"R016"
20,"M","inland",0.0211864406779661,0.0111897067920455,0.0228216371366631,0.0164560461741425,"R016"
21,"M","inland",0.0414746543778802,0.0166724770281924,0.030103148470624,0.022620628066846,"R016"
22,"M","inland",0.0545454545454545,0.0233267953926127,0.0400268778081459,0.0304037127364367,"R016"
23,"M","inland",0.032967032967033,0.0312687814607198,0.0522187009299067,0.0396655946137992,"R016"
24,"M","inland",0.0544554455445545,0.0405209931687101,0.0656492737711754,0.0503728442116201,"R016"
25,"M","inland",0.0813397129186603,0.0508272013873251,0.0790547829204171,0.0622043854366857,"R016"
26,"M","inland",0.0777777777777778,0.0620512882392311,0.0920670176582831,0.0747554737691966,"R016"
27,"M","inland",0.0865384615384615,0.0736206814065221,0.104101721047803,0.087424948285585,"R016"
28,"M","inland",0.114427860696517,0.0849270223624558,0.116370397714105,0.0998335840040601,"R016"
29,"M","inland",0.123655913978495,0.095425306993652,0.12887811721923,0.111739095851935,"R016"
30,"M","inland",0.105820105820106,0.10450344783529,0.140707629676803,0.122841551771745,"R016"
31,"M","inland",0.130681818181818,0.113075438326903,0.151437445460791,0.133108304055861,"R016"
32,"M","inland",0.178807947019868,0.121620289885423,0.161072460010425,0.142226512211049,"R016"
33,"M","inland",0.125,0.129876765041192,0.169455594931507,0.150418710969534,"R016"
34,"M","inland",0.156862745098039,0.137659168361051,0.17698983997539,0.157663063941181,"R016"
35,"M","inland",0.151515151515152,0.144625219660245,0.183764842546244,0.163598249247143,"R016"
36,"M","inland",0.181818181818182,0.149389085291444,0.190390285905888,0.168562169956699,"R016"
37,"M","inland",0.184049079754601,0.152746414243684,0.196166868608411,0.17250450149489,"R016"
38,"M","inland",0.190184049079755,0.155120470776329,0.200577273552983,0.175191005368459,"R016"
39,"M","inland",0.207100591715976,0.156240533203154,0.202499240030313,0.177186601518635,"R016"
40,"M","inland",0.177215189873418,0.157020622819884,0.202872491100653,0.178331184036567,"R016"
41,"M","inland",0.155038759689922,0.157107136824478,0.203392858862743,0.179239714705315,"R016"
42,"M","inland",0.212121212121212,0.156594418402419,0.204806879133493,0.180052156865614,"R016"
43,"M","inland",0.16,0.155239851422364,0.207344278863528,0.181475924993548,"R016"
44,"M","inland",0.144067796610169,0.154779822151563,0.210768151897345,0.183564453969573,"R016"
45,"M","inland",0.178571428571429,0.157417016931504,0.215281634287677,0.186732255438073,"R016"
46,"M","inland",0.15,0.162108191362025,0.221660357858634,0.191166498791069,"R016"
47,"M","inland",0.252631578947368,0.166677777609739,0.2313979824826,0.197380358506695,"R016"
48,"M","inland",0.243243243243243,0.168046499631728,0.247560815693361,0.205157246871471,"R016"
49,"M","inland",0.222222222222222,0.165300782143647,0.272338439515078,0.213959132775251,"R016"
15,"M","fishing",0,0.0016876258055112,0.0394151863799641,0.0103003568045384,"R016"
16,"M","fishing",0,0.00338982420681907,0.0430230505262817,0.014590815559196,"R016"
17,"M","fishing",0,0.00670179367854052,0.0505696906090468,0.0211928598510715,"R016"
18,"M","fishing",0,0.012762944902085,0.0613766087621478,0.0310569862170144,"R016"
19,"M","fishing",0,0.0233739355482786,0.0775696124010264,0.0455059468937906,"R016"
20,"M","fishing",0.121212121212121,0.0405656991451652,0.0995309893146772,0.0659500493481948,"R016"
21,"M","fishing",0.148148148148148,0.0656867669194241,0.127835826788799,0.0935783682395414,"R016"
22,"M","fishing",0.1625,0.097930097320931,0.162704384054018,0.128211179312076,"R016"
23,"M","fishing",0.17741935483871,0.135470728395185,0.205644870027233,0.168002161515243,"R016"
24,"M","fishing",0.233766233766234,0.175956390345485,0.251793877914313,0.210465767534839,"R016"
25,"M","fishing",0.208955223880597,0.21551691479924,0.295512582984768,0.252721577483881,"R016"
26,"M","fishing",0.361111111111111,0.252360821289361,0.334438539338578,0.291682194981771,"R016"
27,"M","fishing",0.37719298245614,0.285824065428062,0.366210864465255,0.324872736019427,"R016"
28,"M","fishing",0.380281690140845,0.313310957691747,0.392256527648716,0.351977349203583,"R016"
29,"M","fishing",0.292452830188679,0.334593413050296,0.411772552809126,0.372434781486082,"R016"
